,Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan Parlimen,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
1092,MCA,KONG CHO HA,32140,0.0,2013,Perak,LUMUT,74,Kalah,72448,44.36285335689046,88300,51,35,12,1,0,0,0
1093,UMNO,AHMAD ZAHID BIN HAMIDI,17176,2108.0,2013,Perak,BAGAN DATOK,75,Menang,32244,53.2688252077906,39924,55,20,24,2,0,0,0
1094,PKR,MADHI BIN HASAN,15068,0.0,2013,Perak,BAGAN DATOK,75,Kalah,32244,46.7311747922094,39924,55,20,24,2,0,0,0
1095,DAP,SEAH LEONG PENG,27399,7313.0,2013,Perak,TELUK INTAN,76,Menang,47764,57.36328615693828,60483,38,42,19,1,0,0,0
1096,MCA,MAH SIEW KEONG,20086,0.0,2013,Perak,TELUK INTAN,76,Kalah,47764,42.05259191022528,60483,38,42,19,1,0,0,0
1097,IND,MORALINGAM A/L KANNAN,279,0.0,2013,Perak,TELUK INTAN,76,Kalah,47764,0.5841219328364459,60483,38,42,19,1,0,0,0
1098,MCA,DATO' SERI ONG KA CHUAN,28225,4328.0,2013,Perak,TANJONG MALIM,77,Menang,52122,54.15179770538352,64499,53,27,14,6,0,0,0
1099,PKR,TAN YEE KEW,23897,0.0,2013,Perak,TANJONG MALIM,77,Kalah,52122,45.84820229461648,64499,53,27,14,6,0,0,0
1100,MIC,PALANIVEL A/L K GOVINDASAMY,10506,462.0,2013,Pahang,CAMERON HIGHLANDS,78,Menang,21871,48.036212335970006,27980,34,32,12,21,0,0,0
1101,DAP,MANOGARAN A/L MARIMUTHU,10044,0.0,2013,Pahang,CAMERON HIGHLANDS,78,Kalah,21871,45.92382607105299,27980,34,32,12,21,0,0,0
1102,BERJASA,MOHD SHOKRI BIN MAHMOOD,912,0.0,2013,Pahang,CAMERON HIGHLANDS,78,Kalah,21871,4.169905354121896,27980,34,32,12,21,0,0,0
1103,IND,ALAGU A/L THANGARAJOO,308,0.0,2013,Pahang,CAMERON HIGHLANDS,78,Kalah,21871,1.4082575099446757,27980,34,32,12,21,0,0,0
1104,IND,KISHO KUMAR A/L KATHIRVELOO,101,0.0,2013,Pahang,CAMERON HIGHLANDS,78,Kalah,21871,0.4617987289104293,27980,34,32,12,21,0,0,0
1105,UMNO,ABDUL RAHMAN BIN MOHAMAD,14863,3469.0,2013,Pahang,LIPIS,79,Menang,26560,55.960090361445786,32324,76,17,6,1,0,0,0
1106,PAS,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,11394,0.0,2013,Pahang,LIPIS,79,Kalah,26560,42.899096385542165,32324,76,17,6,1,0,0,0
1107,IND,AISHATON BINTI ABU BAKAR,303,0.0,2013,Pahang,LIPIS,79,Kalah,26560,1.1408132530120485,32324,76,17,6,1,0,0,0
1108,DAP,MOHD ARIFF SABRI BIN ABDUL AZIZ,23415,2814.0,2013,Pahang,RAUB,80,Menang,44016,53.19656488549618,54214,50,40,6,4,0,0,0
1109,MCA,HOH KHAI MUN,20601,0.0,2013,Pahang,RAUB,80,Kalah,44016,46.80343511450382,54214,50,40,6,4,0,0,0
1110,UMNO,AHMAD NAZLAN BIN IDRIS,26544,4532.0,2013,Pahang,JERANTUT,81,Menang,48556,54.66677650547821,58364,81,14,3,3,0,0,0
1111,PAS,DR HAMZAH BIN JAAFFAR,22012,0.0,2013,Pahang,JERANTUT,81,Kalah,48556,45.33322349452179,58364,81,14,3,3,0,0,0
1112,PKR,FAUZI BIN ABDUL RAHMAN,30584,7523.0,2013,Pahang,INDERA MAHKOTA,82,Menang,53838,56.807459415282885,64219,65,29,6,1,0,0,0
1113,UMNO,ADNAN BIN WAN MAMAT,23061,0.0,2013,Pahang,INDERA MAHKOTA,82,Kalah,53838,42.83405772874178,64219,65,29,6,1,0,0,0
1114,IND,PONUSAMY A/L GOVINDASAMY,193,0.0,2013,Pahang,INDERA MAHKOTA,82,Kalah,53838,0.3584828559753334,64219,65,29,6,1,0,0,0
1115,PKR,FUZIAH BINTI SALLEH,25834,4515.0,2013,Pahang,KUANTAN,83,Menang,47153,54.787606302886346,56280,63,33,4,1,0,0,0
1116,UMNO,MOHAMED SUFFIAN BIN AWANG,21319,0.0,2013,Pahang,KUANTAN,83,Kalah,47153,45.21239369711365,56280,63,33,4,1,0,0,0
1117,UMNO,ABDUL MANAN BIN ISMAIL,23747,7715.0,2013,Pahang,PAYA BESAR,84,Menang,40051,59.29190282389953,48067,81,15,2,2,0,0,0
1118,PKR,MURNIE HIDAYAH BINTI ANUAR,16032,0.0,2013,Pahang,PAYA BESAR,84,Kalah,40051,40.02896307208309,48067,81,15,2,2,0,0,0
1119,IND,ZAHARI BIN MAMAT,272,0.0,2013,Pahang,PAYA BESAR,84,Kalah,40051,0.6791341040173778,48067,81,15,2,2,0,0,0
1120,UMNO,MOHD NAJIB BIN HJ ABD RAZAK,51278,35613.0,2013,Pahang,PEKAN,85,Menang,66943,76.59949509284017,80260,88,2,1,9,0,0,0
1121,PKR,MOHD FARIZ B ABD TALIB @ MUSA,15665,0.0,2013,Pahang,PEKAN,85,Kalah,66943,23.40050490715982,80260,88,2,1,9,0,0,0
1122,UMNO,ISMAIL BIN ABD MUTTALIB,19249,6475.0,2013,Pahang,MARAN,86,Menang,32023,60.10992099428536,38436,90,7,1,2,0,0,0
1123,PAS,MUJIBUR RAHMAN BIN ISHAK,12774,0.0,2013,Pahang,MARAN,86,Kalah,32023,39.89007900571464,38436,90,7,1,2,0,0,0
1124,UMNO,ISMAIL BIN MOHAMED SAID,21575,6205.0,2013,Pahang,KUALA KRAU,87,Menang,36945,58.39761808093111,43003,90,3,3,5,0,0,0
1125,PAS,SHAHRIL AZMAN BIN ABD HALIM,15370,0.0,2013,Pahang,KUALA KRAU,87,Kalah,36945,41.60238191906889,43003,90,3,3,5,0,0,0
1126,PAS,NASRUDIN BIN HASSAN,28267,1070.0,2013,Pahang,TEMERLOH,88,Menang,55464,50.96458964373287,66105,64,24,9,3,0,0,0
1127,UMNO,SAIFUDDIN BIN ABDULLAH,27197,0.0,2013,Pahang,TEMERLOH,88,Kalah,55464,49.03541035626713,66105,64,24,9,3,0,0,0
1128,MCA,LIOW TIONG LAI,25947,379.0,2013,Pahang,BENTONG,89,Menang,51515,50.36785402310007,62266,45,44,9,3,0,0,0
1129,DAP,WONG TACK,25568,0.0,2013,Pahang,BENTONG,89,Kalah,51515,49.632145976899935,62266,45,44,9,3,0,0,0
1130,UMNO,ISMAIL SABRI BIN YAAKOB,21669,2143.0,2013,Pahang,BERA,90,Menang,41865,51.75922608384092,50997,59,32,4,5,0,0,0
1131,PKR,ZAKARIA BIN ABDUL HAMID,19526,0.0,2013,Pahang,BERA,90,Kalah,41865,46.64039173533978,50997,59,32,4,5,0,0,0
1132,IND,MOHD WALI BIN ALANG AHAMAD,670,0.0,2013,Pahang,BERA,90,Kalah,41865,1.6003821808193002,50997,59,32,4,5,0,0,0
1133,UMNO,JAMALUDIN BIN JARJIS,30040,15114.0,2013,Pahang,ROMPIN,91,Menang,44966,66.80603122359116,53596,87,2,1,9,0,0,0
1134,PAS,NURIDAH BINTI MOHD SALLEH,14926,0.0,2013,Pahang,ROMPIN,91,Kalah,44966,33.193968776408845,53596,87,2,1,9,0,0,0
1135,UMNO,MOHD FASIAH BIN MOHD FAKEH,16387,1644.0,2013,Selangor,SABAK BERNAM,92,Menang,31130,52.6405396723418,37318,81,13,5,2,0,0,0
1136,PKR,ABDUL AZIZ BIN BARI,14743,0.0,2013,Selangor,SABAK BERNAM,92,Kalah,31130,47.359460327658205,37318,81,13,5,2,0,0,0
1137,UMNO,NORIAH BINTI KASNON,18695,399.0,2013,Selangor,SUNGAI BESAR,93,Menang,36991,50.53932037522641,42837,66,31,2,2,0,0,0
1138,PAS,MOHAMED SALLEH BIN M HUSIN,18296,0.0,2013,Selangor,SUNGAI BESAR,93,Kalah,36991,49.46067962477359,42837,66,31,2,2,0,0,0
1139,MIC,PKAMALANATHAN A/L PPANCHANATHAN,37403,3414.0,2013,Selangor,ULU SELANGOR,94,Menang,73496,50.89120496353543,85697,56,23,18,3,0,0,0
1140,PKR,KHALID BIN JAAFAR,33989,0.0,2013,Selangor,ULU SELANGOR,94,Kalah,73496,46.24605420703168,85697,56,23,18,3,0,0,0
1141,IND,RADZALI BIN MOKHTAR,1105,0.0,2013,Selangor,ULU SELANGOR,94,Kalah,73496,1.503483182758245,85697,56,23,18,3,0,0,0
1142,IND,SANTHARA KUMAR A/L RAMANAIDU,999,0.0,2013,Selangor,ULU SELANGOR,94,Kalah,73496,1.3592576466746489,85697,56,23,18,3,0,0,0
1143,UMNO,NOH BIN OMAR,20548,4394.0,2013,Selangor,TANJONG KARANG,95,Menang,37042,55.47216672965823,42333,72,17,10,1,0,0,0
1144,PAS,MOHAMAD RASHDI BIN DERAMAN,16154,0.0,2013,Selangor,TANJONG KARANG,95,Kalah,37042,43.609956265860376,42333,72,17,10,1,0,0,0
1145,IND,MASRUN BIN TAMSI,340,0.0,2013,Selangor,TANJONG KARANG,95,Kalah,37042,0.9178770044813996,42333,72,17,10,1,0,0,0
1146,UMNO,IRMOHIZAM BIN IBRAHIM,27500,460.0,2013,Selangor,KUALA SELANGOR,96,Menang,54540,50.42170883755042,62298,64,13,22,1,0,0,0
1147,PAS,DZULKEFLY BIN AHMAD,27040,0.0,2013,Selangor,KUALA SELANGOR,96,Kalah,54540,49.57829116244958,62298,64,13,22,1,0,0,0
1148,PKR,WILLIAM LEONG JEE KEEN,52287,17846.0,2013,Selangor,SELAYANG,97,Menang,90880,57.53411091549296,105895,45,36,17,2,0,0,0
1149,MCA,LIM SIANG CHAI,34441,0.0,2013,Selangor,SELAYANG,97,Kalah,90880,37.897227112676056,105895,45,36,17,2,0,0,0
1150,BERJASA,HAJI MOHD HAZIZI BIN AB RAHMAN,4152,0.0,2013,Selangor,SELAYANG,97,Kalah,90880,4.568661971830986,105895,45,36,17,2,0,0,0
1151,PKR,MOHAMED AZMIN BIN ALI,54827,4734.0,2013,Selangor,GOMBAK,98,Menang,105394,52.02098791202536,123290,74,13,11,2,0,0,0
1152,UMNO,RAMAN BIN ISMAIL,50093,0.0,2013,Selangor,GOMBAK,98,Kalah,105394,47.52927111600281,123290,74,13,11,2,0,0,0
1153,IND,SAID NAZAR BIN ABU BAKER,474,0.0,2013,Selangor,GOMBAK,98,Kalah,105394,0.449740971971839,123290,74,13,11,2,0,0,0
1154,PKR,ZURAIDA BINTI KAMARUDDIN,41969,13278.0,2013,Selangor,AMPANG,99,Menang,70660,59.39569770733088,83135,55,34,10,2,0,0,0
1155,UMNO,ROZAIDAH BINTI TALIB,28691,0.0,2013,Selangor,AMPANG,99,Kalah,70660,40.60430229266912,83135,55,34,10,2,0,0,0
1156,PKR,MOHD RAFIZI BIN RAMLI,48183,26729.0,2013,Selangor,PANDAN,100,Menang,72052,66.87253650141564,83857,44,48,7,1,0,0,0
1157,MCA,LIM CHIN YEE,21454,0.0,2013,Selangor,PANDAN,100,Kalah,72052,29.77571753733415,83857,44,48,7,1,0,0,0
1158,IND,TAN YEW LENG,2415,0.0,2013,Selangor,PANDAN,100,Kalah,72052,3.351745961250208,83857,44,48,7,1,0,0,0
1159,PAS,CHE ROSLI BIN CHE MAT,64127,17267.0,2013,Selangor,HULU LANGAT,101,Menang,110987,57.77883896312181,127347,53,34,11,2,0,0,0
1160,UMNO,ADZHALIZA BINTI MOHD NOR,46860,0.0,2013,Selangor,HULU LANGAT,101,Kalah,110987,42.22116103687819,127347,53,34,11,2,0,0,0
1161,DAP,ONG KIAN MING,79238,42206.0,2013,Selangor,SERDANG,102,Menang,116270,68.14999569966457,133139,39,49,11,1,0,0,0
1162,MCA,YAP PIAN HON,37032,0.0,2013,Selangor,SERDANG,102,Kalah,116270,31.850004300335428,133139,39,49,11,1,0,0,0
1163,DAP,GOBIND SINGH DEO,62938,32802.0,2013,Selangor,PUCHONG,103,Menang,93074,67.6214624922105,107010,39,44,16,2,0,0,0
1164,GERAKAN,A KOHILAN PILLAY A/L G APPU,30136,0.0,2013,Selangor,PUCHONG,103,Kalah,93074,32.3785375077895,107010,39,44,16,2,0,0,0
1165,PKR,HEE LOY SIAN,41062,19216.0,2013,Selangor,PJ SELATAN,105,Menang,64355,63.80545412166887,79558,40,42,17,2,0,0,0
1166,MCA,SHEAH KOK FAH,21846,0.0,2013,Selangor,PJ SELATAN,105,Kalah,64355,33.94608033563826,79558,40,42,17,2,0,0,0
1167,IND,IBRAHIM BIN KHATIB,1447,0.0,2013,Selangor,PJ SELATAN,105,Kalah,64355,2.2484655426928755,79558,40,42,17,2,0,0,0
1168,DAP,PUA KIAM WEE,57407,44672.0,2013,Selangor,PJ UTARA,106,Menang,70142,81.84397365344587,85401,14,77,7,1,0,0,0
1169,MCA,CHEW HOONG LING,12735,0.0,2013,Selangor,PJ UTARA,106,Kalah,70142,18.15602634655413,85401,14,77,7,1,0,0,0
1170,PKR,SIVARASA A/L K RASIAH,66268,26719.0,2013,Selangor,SUBANG,107,Menang,110949,59.7283436533903,128543,48,38,13,2,0,0,0
1171,MIC,PAKAS RAO A/L APPLANAIDOO,39549,0.0,2013,Selangor,SUBANG,107,Kalah,110949,35.646107671092125,128543,48,38,13,2,0,0,0
1172,BERJASA,MOHAMAD BIN ISMAIL,4454,0.0,2013,Selangor,SUBANG,107,Kalah,110949,4.014457092898539,128543,48,38,13,2,0,0,0
1173,IND,NAZARUDDIN BIN MOHAMED FERDOOS,460,0.0,2013,Selangor,SUBANG,107,Kalah,110949,0.4146049085615914,128543,48,38,13,2,0,0,0
1174,IND,EDROS BIN ABDULLAH,218,0.0,2013,Selangor,SUBANG,107,Kalah,110949,0.1964866740574498,128543,48,38,13,2,0,0,0
1175,PAS,KHALID BIN ABD SAMAD,49009,10939.0,2013,Selangor,SHAH ALAM,108,Menang,87079,56.281078101494046,99957,69,15,14,2,0,0,0
1176,BN,ZULKIFLI BIN NOORDIN,38070,0.0,2013,Selangor,SHAH ALAM,108,Kalah,87079,43.718921898505954,99957,69,15,14,2,0,0,0
1177,PKR,G MANIVANNAN A/L GOWINDASAMY,69849,23790.0,2013,Selangor,KAPAR,109,Menang,124330,56.18032655030966,144159,51,34,14,2,0,0,0
1178,MIC,SAKTHIVEL A/L ALAGAPPAN,46059,0.0,2013,Selangor,KAPAR,109,Kalah,124330,37.04576530201882,144159,51,34,14,2,0,0,0
1179,BERJASA,MOHD PATHAN BIN HUSSIN,6289,0.0,2013,Selangor,KAPAR,109,Kalah,124330,5.058312555296388,144159,51,34,14,2,0,0,0
1180,IND,NORHAMZAH BIN SURATMAN,1067,0.0,2013,Selangor,KAPAR,109,Kalah,124330,0.8581999517413336,144159,51,34,14,2,0,0,0
1181,IND,MOHD NAZRI BIN ABDUL AZIZ,835,0.0,2013,Selangor,KAPAR,109,Kalah,124330,0.6715997747928899,144159,51,34,14,2,0,0,0
1182,IND,PALAYA A/L RENGAIAH,231,0.0,2013,Selangor,KAPAR,109,Kalah,124330,0.1857958658409072,144159,51,34,14,2,0,0,0
1183,DAP,CHARLES ANTHONY A/L R SANTIAGO,53719,24685.0,2013,Selangor,KLANG,110,Menang,82753,64.91486713472624,97073,32,46,20,2,0,0,0
1184,MCA,TEH KIM POO,29034,0.0,2013,Selangor,KLANG,110,Kalah,82753,35.08513286527376,97073,32,46,20,2,0,0,0
1185,PAS,SITI MARIAH BINTI MAHMUD,59106,29395.0,2013,Selangor,KOTA RAJA,111,Menang,91461,64.62426608062452,105909,44,25,29,2,0,0,0
1186,MIC,MURUGESAN A/L SINNANDAVAR,29711,0.0,2013,Selangor,KOTA RAJA,111,Kalah,91461,32.484884267611335,105909,44,25,29,2,0,0,0
1187,IND,UTHAYAKUMAR A/L PONNUSAMY,2364,0.0,2013,Selangor,KOTA RAJA,111,Kalah,91461,2.584708236297438,105909,44,25,29,2,0,0,0
1188,IND,AZMAN BIN IDRUS,280,0.0,2013,Selangor,KOTA RAJA,111,Kalah,91461,0.3061414154667016,105909,44,25,29,2,0,0,0
1189,PKR,ABDULLAH SANI BIN ABDUL HAMID,40983,5358.0,2013,Selangor,KUALA LANGAT,112,Menang,77034,53.20118389282654,88474,52,26,17,5,0,0,0
1190,UMNO,SHARUDDIN BIN OMAR,35625,0.0,2013,Selangor,KUALA LANGAT,112,Kalah,77034,46.24581353687982,88474,52,26,17,5,0,0,0
1191,IND,KOTTAPPAN A/L SUPPAIAH,426,0.0,2013,Selangor,KUALA LANGAT,112,Kalah,77034,0.5530025702936365,88474,52,26,17,5,0,0,0
1192,PAS,MOHAMED HANIPA BIN MAIDIN,36774,1104.0,2013,Selangor,SEPANG,113,Menang,73725,49.87995930824008,84362,57,22,16,5,0,0,0
1193,UMNO,MOHD ZIN BIN MOHAMED,35670,0.0,2013,Selangor,SEPANG,113,Kalah,73725,48.38250254323499,84362,57,22,16,5,0,0,0
1194,IND,SUHAIMI BIN MOHD GHAZALI,963,0.0,2013,Selangor,SEPANG,113,Kalah,73725,1.306205493387589,84362,57,22,16,5,0,0,0
1195,IND,HANAPIAH BIN MOHAMAD,318,0.0,2013,Selangor,SEPANG,113,Kalah,73725,0.4313326551373347,84362,57,22,16,5,0,0,0
1196,DAP,TAN SENG GIAW @ TAN CHUN TIN,47837,40307.0,2013,Federal Territories,KEPONG,114,Menang,58124,82.30163099580207,68035,4,89,6,1,0,0,0
1197,PPP,CHANDRAKUMANAN A/L ARUMUGAM,7530,0.0,2013,Federal Territories,KEPONG,114,Kalah,58124,12.955061592457504,68035,4,89,6,1,0,0,0
1198,IND,YEE POH PING,2757,0.0,2013,Federal Territories,KEPONG,114,Kalah,58124,4.7433074117404175,68035,4,89,6,1,0,0,0
1199,PKR,CHUA TIAN CHANG,41672,13284.0,2013,Federal Territories,BATU,115,Menang,71382,58.378863018688186,85402,44,38,16,2,0,0,0
1200,GERAKAN,DOMINIC LAU HOE CHAI,28388,0.0,2013,Federal Territories,BATU,115,Kalah,71382,39.76912947241602,85402,44,38,16,2,0,0,0
1201,BERJASA,HASHIM BIN ABDUL KARIM,949,0.0,2013,Federal Territories,BATU,115,Kalah,71382,1.3294668123616598,85402,44,38,16,2,0,0,0
1202,IND,NAZARIAH BINTI ABBAS,209,0.0,2013,Federal Territories,BATU,115,Kalah,71382,0.2927908996665826,85402,44,38,16,2,0,0,0
1203,IND,ATAN BIN JASIN,164,0.0,2013,Federal Territories,BATU,115,Kalah,71382,0.2297497968675576,85402,44,38,16,2,0,0,0
1204,PKR,TAN KEE KWONG,31641,5511.0,2013,Federal Territories,WANGSA MAJU,116,Menang,57771,54.76969413719687,67775,53,36,9,2,0,0,0
1205,UMNO,MOHD SHAFEI BIN ABDULLAH,26130,0.0,2013,Federal Territories,WANGSA MAJU,116,Kalah,57771,45.230305862803135,67775,53,36,9,2,0,0,0
1206,DAP,LIM LIP ENG,41383,19199.0,2013,Federal Territories,SEGAMBUT,117,Menang,63567,65.1013890855318,75631,33,53,12,2,0,0,0
1207,GERAKAN,JAYANTHI DEVI A/P BALAGURU,22184,0.0,2013,Federal Territories,SEGAMBUT,117,Kalah,63567,34.8986109144682,75631,33,53,12,2,0,0,0
1208,UMNO,AHMAD FAUZI BIN ZAHARI,26809,1390.0,2013,Federal Territories,SETIAWANGSA,118,Menang,52228,51.33070383702229,62309,56,30,11,3,0,0,0
1209,PKR,IBRAHIM BIN YAACOB,25419,0.0,2013,Federal Territories,SETIAWANGSA,118,Kalah,52228,48.66929616297772,62309,56,30,11,3,0,0,0
1210,UMNO,JOHARI BIN ABDUL GHANI,23034,866.0,2013,Federal Territories,TITIWANGSA,119,Menang,45202,50.95792221583116,55282,68,20,10,2,0,0,0
1211,PAS,AHMAD ZAMRI BIN ASA'AD KHUZAMI,22168,0.0,2013,Federal Territories,TITIWANGSA,119,Kalah,45202,49.04207778416884,55282,68,20,10,2,0,0,0
1212,DAP,FONG KUI LUN,30408,19399.0,2013,Federal Territories,BUKIT BINTANG,120,Menang,41417,73.41912741144941,55721,14,73,11,2,0,0,0
1213,MCA,GAN JOON ZIN,11009,0.0,2013,Federal Territories,BUKIT BINTANG,120,Kalah,41417,26.580872588550594,55721,14,73,11,2,0,0,0
1214,PKR,NURUL IZZAH BINTI ANWAR,31008,1847.0,2013,Federal Territories,LEMBAH PANTAI,121,Menang,60336,51.39220365950676,72396,55,23,20,2,0,0,0
1215,UMNO,RAJA NONG CHIK BIN RAJA ZAINAL ABIDIN,29161,0.0,2013,Federal Territories,LEMBAH PANTAI,121,Kalah,60336,48.33101299390082,72396,55,23,20,2,0,0,0
1216,IND,RUSLI BIN BABA,167,0.0,2013,Federal Territories,LEMBAH PANTAI,121,Kalah,60336,0.2767833465924158,72396,55,23,20,2,0,0,0
1217,DAP,TERESA KOK SUH SIM,61500,51552.0,2013,Federal Territories,SEPUTEH,122,Menang,71448,86.07658716829023,85976,5,88,6,1,0,0,0
1218,MCA,WONG SIAW TING,9948,0.0,2013,Federal Territories,SEPUTEH,122,Kalah,71448,13.923412831709776,85976,5,88,6,1,0,0,0
1219,DAP,TAN KOK WAI,48249,37409.0,2013,Federal Territories,CHERAS,123,Menang,59089,81.65479192404678,72551,10,82,7,1,0,0,0
1220,MCA,TEOH CHEE HOOI,10840,0.0,2013,Federal Territories,CHERAS,123,Kalah,59089,18.345208075953224,72551,10,82,7,1,0,0,0
1221,PKR,ABD KHALID BIN IBRAHIM,44067,11832.0,2013,Federal Territories,BANDAR TUN RAZAK,124,Menang,77286,57.01808865771291,90993,53,37,9,2,0,0,0
1222,MCA,TAN KOK ENG,32235,0.0,2013,Federal Territories,BANDAR TUN RAZAK,124,Kalah,77286,41.70871826721528,90993,53,37,9,2,0,0,0
1223,IND,MOHAMAD SUKERI BIN ABDUL SAMAT,793,0.0,2013,Federal Territories,BANDAR TUN RAZAK,124,Kalah,77286,1.0260590533861242,90993,53,37,9,2,0,0,0
1224,IND,MOKHTAR BIN SALAHUDIN,191,0.0,2013,Federal Territories,BANDAR TUN RAZAK,124,Kalah,77286,0.2471340216856869,90993,53,37,9,2,0,0,0
1225,UMNO,TENGKU ADNAN BIN TENGKU MANSOR,9943,5541.0,2013,Federal Territories,PUTRAJAYA,125,Menang,14345,69.31334959916347,15791,94,1,3,2,0,0,0
1226,PAS,HUSAM BIN MUSA,4402,0.0,2013,Federal Territories,PUTRAJAYA,125,Kalah,14345,30.686650400836527,15791,94,1,3,2,0,0,0
1227,UMNO,ZAINUDIN BIN ISMAIL,22114,7101.0,2013,Negeri Sembilan,JELEBU,126,Menang,37127,59.56312117865704,44937,63,26,6,5,0,0,0
1228,PAS,RAJ MUNNI BINTI SABU,15013,0.0,2013,Negeri Sembilan,JELEBU,126,Kalah,37127,40.43687882134296,44937,63,26,6,5,0,0,0
1229,UMNO,MOHD ISA BIN ABDUL SAMAD,31109,8614.0,2013,Negeri Sembilan,JEMPOL,127,Menang,53604,58.03484814566077,65213,60,25,13,2,0,0,0
1230,PAS,WAN AISHAH BINTI WAN ARIFFIN,22495,0.0,2013,Negeri Sembilan,JEMPOL,127,Kalah,53604,41.965151854339226,65213,60,25,13,2,0,0,0
1231,DAP,LOKE SIEW FOOK,45628,12553.0,2013,Negeri Sembilan,SEREMBAN,128,Menang,85873,53.134279692103455,102305,44,41,14,2,0,0,0
1232,MCA,YEOW CHAI THIAM,33075,0.0,2013,Negeri Sembilan,SEREMBAN,128,Kalah,85873,38.51618087175248,102305,44,41,14,2,0,0,0
1233,BERJASA,ABDUL HALIM BIN ABDULLAH,6866,0.0,2013,Negeri Sembilan,SEREMBAN,128,Kalah,85873,7.995528280134617,102305,44,41,14,2,0,0,0
1234,IND,JOHN A/L FERNANDEZ,221,0.0,2013,Negeri Sembilan,SEREMBAN,128,Kalah,85873,0.2573567943358215,102305,44,41,14,2,0,0,0
1235,IND,BUJANG BIN ABU,83,0.0,2013,Negeri Sembilan,SEREMBAN,128,Kalah,85873,0.0966543616736343,102305,44,41,14,2,0,0,0
1236,UMNO,HASAN BIN MALEK,24507,9661.0,2013,Negeri Sembilan,KUALA PILAH,129,Menang,39353,62.27479480598684,47671,76,17,5,2,0,0,0
1237,PKR,MOHD NAZREE BIN MOHD YUNUS,14846,0.0,2013,Negeri Sembilan,KUALA PILAH,129,Kalah,39353,37.72520519401317,47671,76,17,5,2,0,0,0
1238,DAP,TEO KOK SEONG,48964,23485.0,2013,Negeri Sembilan,RASAH,130,Menang,74443,65.7738135217549,88403,28,48,22,2,0,0,0
1239,MCA,TEO ENG KIAN,25479,0.0,2013,Negeri Sembilan,RASAH,130,Kalah,74443,34.2261864782451,88403,28,48,22,2,0,0,0
1240,UMNO,KHAIRY JAMALUDDIN ABU BAKAR,43053,18357.0,2013,Negeri Sembilan,REMBAU,131,Menang,68074,63.24441049446191,79661,70,12,16,1,0,0,0
1241,PKR,RADZALI BIN A GHANI,24696,0.0,2013,Negeri Sembilan,REMBAU,131,Kalah,68074,36.2781678761348,79661,70,12,16,1,0,0,0
1242,IND,ABDUL AZIZ BIN HASSAN,325,0.0,2013,Negeri Sembilan,REMBAU,131,Kalah,68074,0.4774216294032964,79661,70,12,16,1,0,0,0
1243,PKR,KAMARUL BAHARIN BIN ABBAS,29848,1579.0,2013,Negeri Sembilan,TELUK KEMANG,132,Menang,58511,51.01263010374117,70524,42,34,21,3,0,0,0
1244,MIC,MOGAN A/L VELAYATHAM,28269,0.0,2013,Negeri Sembilan,TELUK KEMANG,132,Kalah,58511,48.31399224077524,70524,42,34,21,3,0,0,0
1245,IND,KAMARUDIN KUMARAVEL BIN ABDULLAH,394,0.0,2013,Negeri Sembilan,TELUK KEMANG,132,Kalah,58511,0.6733776554835843,70524,42,34,21,3,0,0,0
1246,UMNO,SHAZIMAN BIN ABU MANSOR,29390,11162.0,2013,Negeri Sembilan,TAMPIN,133,Menang,47618,61.720357847872656,57268,61,24,13,2,0,0,0
1247,PAS,ABDUL RAZAKEK BIN ABDUL RAHIM,18228,0.0,2013,Negeri Sembilan,TAMPIN,133,Kalah,47618,38.279642152127344,57268,61,24,13,2,0,0,0
1248,UMNO,MAS ERMIEYATI BINTI SAMSUDIN,27688,16200.0,2013,Melaka,MASJID TANAH,134,Menang,39176,70.67592403512354,45952,82,13,4,1,0,0,0
1249,PAS,MOHD NASAIE BIN ISMAIL,11488,0.0,2013,Melaka,MASJID TANAH,134,Kalah,39176,29.324075964876457,45952,82,13,4,1,0,0,0
1250,MCA,KOH NAI KWONG,32594,11597.0,2013,Melaka,ALOR GAJAH,135,Menang,53591,60.81991379149484,63591,59,28,13,1,0,0,0
1251,DAP,DAMIAN YEO SHEN LI,20997,0.0,2013,Melaka,ALOR GAJAH,135,Kalah,53591,39.18008620850516,63591,59,28,13,1,0,0,0
1252,UMNO,ABU BAKAR BIN MOHAMAD DIAH,39468,15633.0,2013,Melaka,TANGGA BATU,136,Menang,63303,62.34775603051988,73282,68,25,4,4,0,0,0
1253,PKR,RAHIM BIN ALI,23835,0.0,2013,Melaka,TANGGA BATU,136,Kalah,63303,37.65224396948012,73282,68,25,4,4,0,0,0
1254,PKR,SHAMSUL ISKANDAR @ YUSRE BIN MOHD AKIN,46167,5447.0,2013,Melaka,BUKIT KATIL,137,Menang,86887,53.13453105758054,99438,53,41,6,1,0,0,0
1255,UMNO,HAJI MOHD ALI BIN HAJI MOHD RUSTAM,40720,0.0,2013,Melaka,BUKIT KATIL,137,Kalah,86887,46.86546894241946,99438,53,41,6,1,0,0,0
