,Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan DUN,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
162,UMNO,ZAINAL ABIDIN MOHAMAD,7090,646,2004,Kelantan,LIMBONGAN,028-030,Menang,13534,52.38658194,17251,96,4,0,1,0,0,0
163,PAS,ZAINUDDIN AWANG HAMAT,6444,0,2004,Kelantan,LIMBONGAN,028-030,Kalah,13534,47.61341806,17251,96,4,0,1,0,0,0
164,UMNO,KAMARUDIN MD NOR,6095,699,2004,Kelantan,SEMERAK,028-031,Menang,11491,53.04151075,13993,97,1,0,2,0,0,0
165,PAS,HUSSIN AWANG,5396,0,2004,Kelantan,SEMERAK,028-031,Kalah,11491,46.95848925,13993,97,1,0,2,0,0,0
166,PAS,DR NIK MAZLAN NIK MOHAMAD,4969,43,2004,Kelantan,GAAL,028-032,Menang,9895,50.21728146,12071,99,1,0,1,0,0,0
167,UMNO,TUAN MUSTAFFA TUAN MAT,4926,0,2004,Kelantan,GAAL,028-032,Kalah,9895,49.78271854,12071,99,1,0,1,0,0,0
168,PAS,ZULKIFLI MAMAT,5866,105,2004,Kelantan,PULAI CHONDONG,029-033,Menang,11627,50.45153522,14312,95,4,0,0,0,0,0
169,UMNO,AD HALIM ISMAIL,5761,0,2004,Kelantan,PULAI CHONDONG,029-033,Kalah,11627,49.54846478,14312,95,4,0,0,0,0,0
170,PAS,ZAKARI YAACOB,5603,80,2004,Kelantan,TEMANGAN,029-034,Menang,11126,50.35951825,13728,93,6,1,0,0,0,0
171,UMNO,DATUK ISMAIL MAMAT,5523,0,2004,Kelantan,TEMANGAN,029-034,Kalah,11126,49.64048175,13728,93,6,1,0,0,0,0
172,PAS,HASSAN MOHAMAD,6078,2,2004,Kelantan,KEMUNING,029-035,Menang,12154,50.00822774,15834,96,4,0,0,0,0,0
173,UMNO,DATUK WAN MOHD ZAIN WAN MOHD AMIN,6076,0,2004,Kelantan,KEMUNING,029-035,Kalah,12154,49.99177226,15834,96,4,0,0,0,0,0
174,UMNO,ADHAN KECHIK,6397,2866,2004,Kelantan,BUKIT BUNGA,030-036,Menang,9928,64.43392425,12666,99,0,0,0,0,0,0
175,PAS,SUPI ABD RAZAK,3531,0,2004,Kelantan,BUKIT BUNGA,030-036,Kalah,9928,35.56607575,12666,99,0,0,0,0,0,0
176,UMNO,DATUK MUSTAPA MOHAMED,5118,799,2004,Kelantan,AIR LANAS,030-037,Menang,9437,54.23333687,11347,98,0,0,1,0,0,0
177,PAS,ABDULLAH YA'KUB,4319,0,2004,Kelantan,AIR LANAS,030-037,Kalah,9437,45.76666313,11347,98,0,0,1,0,0,0
178,UMNO,ABD AZIZ DERASID,4515,1789,2004,Kelantan,KUALA BALAH,030-038,Menang,7241,62.35326612,8716,99,0,0,0,0,0,0
179,PAS,MAT RASID MAT JAIS,2726,0,2004,Kelantan,KUALA BALAH,030-038,Kalah,7241,37.64673388,8716,99,0,0,0,0,0,0
180,UMNO,AZIZUDDIN HUSSIN,5315,316,2004,Kelantan,MENGKEBANG,031-039,Menang,10314,51.53189839,12566,95,3,2,0,0,0,0
181,PAS,ABDUL LATIFF ABDUL RAHMAN,4999,0,2004,Kelantan,MENGKEBANG,031-039,Kalah,10314,48.46810161,12566,95,3,2,0,0,0,0
182,UMNO,DR SHAMSHUL IKHWAN ASHAARI AZMI,6146,1010,2004,Kelantan,GUCHIL,031-040,Menang,11333,54.23100679,14875,82,14,4,0,0,0,0
183,PAS,ZULKAFLI YAACOB,5136,0,2004,Kelantan,GUCHIL,031-040,Kalah,11333,45.31897997,14875,82,14,4,0,0,0,0
184,IND,MOHD ZAKI KASSIM,51,0,2004,Kelantan,GUCHIL,031-040,Kalah,11333,0.450013236,14875,82,14,4,0,0,0,0
185,UMNO,MOHAMED ZULFIPLI OMAR,4362,53,2004,Kelantan,MANEK URAI,031-041,Menang,8671,50.30561642,10705,99,1,0,0,0,0,0
186,PAS,MOHD ZAMZURI MAT LAZIM,4309,0,2004,Kelantan,MANEK URAI,031-041,Kalah,8671,49.69438358,10705,99,1,0,0,0,0,0
187,UMNO,DATUK RAMZI ABD RAHMAN,3466,1094,2004,Kelantan,DABONG,031-042,Menang,5838,59.36964714,7113,99,0,1,0,0,0,0
188,PAS,RAFAR @ ABDUL GHAFAR YUSOF,2372,0,2004,Kelantan,DABONG,031-042,Kalah,5838,40.63035286,7113,99,0,1,0,0,0,0
189,UMNO,MAT YUSOFF AB GHANI,4516,2685,2004,Kelantan,NENGGIRI,032-043,Menang,6347,71.15172522,8073,85,0,0,14,0,0,0
190,PKR,MUHAMMAD ZAIN MUHAMMAD,1831,0,2004,Kelantan,NENGGIRI,032-043,Kalah,6347,28.84827478,8073,85,0,0,14,0,0,0
191,UMNO,NOZULA MAT DIAH,5244,2880,2004,Kelantan,PALOH,032-044,Menang,7608,68.92744479,9092,98,0,0,1,0,0,0
192,PKR,NORAZMAN MAT AMIN,2364,0,2004,Kelantan,PALOH,032-044,Kalah,7608,31.07255521,9092,98,0,0,1,0,0,0
193,UMNO,MOHAMAD SAUFI DERAMAN,4184,1729,2004,Kelantan,GALAS,032-045,Menang,6639,63.02153939,8972,62,25,2,11,0,0,0
194,PAS,CHEK HASHIM SULAIMA,2455,0,2004,Kelantan,GALAS,032-045,Kalah,6639,36.97846061,8972,62,25,2,11,0,0,0
195,UMNO,ABDULLAH CHE MUDA,6334,2027,2004,Terengganu,KUALA BESUT,033-001,Menang,10641,59.52448078,12361,99,1,0,0,0,0,0
196,PAS,NIK MUHAMAD ZAWAWI,4307,0,2004,Terengganu,KUALA BESUT,033-001,Kalah,10641,40.47551922,12361,99,1,0,0,0,0,0
197,UMNO,WAN MOHAMAD WAN HASSAN,6903,2013,2004,Terengganu,KOTA PUTERA,033-002,Menang,11793,58.53472399,13854,98,1,0,1,0,0,0
198,PAS,ABDUL AZIZ ABAS,4890,0,2004,Terengganu,KOTA PUTERA,033-002,Kalah,11793,41.46527601,13854,98,1,0,1,0,0,0
199,UMNO,DATUK IDRIS JUSOH,6513,2047,2004,Terengganu,JERTIH,033-003,Menang,10979,59.32234265,13048,95,5,0,0,0,0,0
200,PAS,MOHD HASSAN SALLEH,4466,0,2004,Terengganu,JERTIH,033-003,Kalah,10979,40.67765735,13048,95,5,0,0,0,0,0
201,UMNO,NAWI MOHAMAD,6496,2633,2004,Terengganu,HULU BESUT,033-004,Menang,10359,62.70875567,12021,99,1,0,0,0,0,0
202,PAS,ABDULLAH MAT DAN @ ABDULLAH MAT ADAM,3863,0,2004,Terengganu,HULU BESUT,033-004,Kalah,10359,37.29124433,12021,99,1,0,0,0,0,0
203,UMNO,RAMLAN ALI,5800,1100,2004,Terengganu,JABI,034-005,Menang,10500,55.23809524,12166,99,1,0,0,0,0,0
204,PAS,SHAHARIZUKIRNAIN ABD KADIR,4700,0,2004,Terengganu,JABI,034-005,Kalah,10500,44.76190476,12166,99,1,0,0,0,0,0
205,UMNO,MOHD JIDIN SHAFIE,7690,2735,2004,Terengganu,PERMAISURI,034-006,Menang,12645,60.81455121,14351,99,1,0,0,0,0,0
206,PAS,ROZALI MUHAMMAD,4955,0,2004,Terengganu,PERMAISURI,034-006,Kalah,12645,39.18544879,14351,99,1,0,0,0,0,0
207,UMNO,ASHA'ARI IDRIS,6021,2192,2004,Terengganu,LANGKAP,034-007,Menang,9850,61.12690355,11395,100,0,0,0,0,0,0
208,PAS,TENGKU AHMAD TENGKU HUSEIN,3829,0,2004,Terengganu,LANGKAP,034-007,Kalah,9850,38.87309645,11395,100,0,0,0,0,0,0
209,UMNO,MOHD KHAZAN CHE MAT,5266,1690,2004,Terengganu,BATU RAKIT,034-008,Menang,8842,59.55666139,10249,99,0,0,0,0,0,0
210,PAS,DATUK ABU BAKAR CHIK,3576,0,2004,Terengganu,BATU RAKIT,034-008,Kalah,8842,40.44333861,10249,99,0,0,0,0,0,0
211,UMNO,MOHD RAMLI MUH,7583,774,2004,Terengganu,TEPUH,035-009,Menang,14392,52.68899389,16649,99,1,0,0,0,0,0
212,PAS,ABU BAKAR ABDULLAH,6809,0,2004,Terengganu,TEPUH,035-009,Kalah,14392,47.31100611,16649,99,1,0,0,0,0,0
213,UMNO,DATUK ABDUL RAHIN MOHD SAID,6677,884,2004,Terengganu,TELUK PASU,035-010,Menang,12470,53.54450682,13987,99,1,0,0,0,0,0
214,PAS,ISMAIL MAMAT,5793,0,2004,Terengganu,TELUK PASU,035-010,Kalah,12470,46.45549318,13987,99,1,0,0,0,0,0
215,UMNO,MOHD SHAPIAN ALI,5811,1980,2004,Terengganu,SEBERANG TAKIR,035-011,Menang,9642,60.26757934,11114,99,0,0,1,0,0,0
216,PAS,ZAKARI DAGANG,3831,0,2004,Terengganu,SEBERANG TAKIR,035-011,Kalah,9642,39.73242066,11114,99,0,0,1,0,0,0
217,UMNO,MOHD NASIR IBRAHIM FIKRI,4956,616,2004,Terengganu,BUKIT TUNGGAL,035-012,Menang,9296,53.31325301,10718,99,1,0,0,0,0,0
218,PAS,DR ALIAS RAZAK,4340,0,2004,Terengganu,BUKIT TUNGGAL,035-012,Kalah,9296,46.68674699,10718,99,1,0,0,0,0,0
219,PAS,MOHD ABDUL WAHID ENDUT,8565,1888,2004,Terengganu,WAKAF MEMPELAM,036-013,Menang,15242,56.19341294,17922,99,1,0,0,0,0,0
220,UMNO,HAMZAH MOHD ZAIN,6677,0,2004,Terengganu,WAKAF MEMPELAM,036-013,Kalah,15242,43.80658706,17922,99,1,0,0,0,0,0
221,MCA,TOH CHIN YAW,8236,1612,2004,Terengganu,BANDAR,036-014,Menang,14860,55.42395693,18438,61,36,1,0,0,0,0
222,PAS,MD AZMI LOP YUSOF,6624,0,2004,Terengganu,BANDAR,036-014,Kalah,14860,44.57604307,18438,61,36,1,0,0,0,0
223,UMNO,WAN HISHAM WAN SALLEH,6981,1041,2004,Terengganu,LADANG,036-015,Menang,12921,54.02832598,15676,92,7,1,0,0,0,0
224,PAS,DR SULAIMAN ABDULLAH,5940,0,2004,Terengganu,LADANG,036-015,Kalah,12921,45.97167402,15676,92,7,1,0,0,0,0
225,PAS,DATUK WAN ABDUL MUTTALIB EMBONG,8621,140,2004,Terengganu,BATU BURUK,036-016,Menang,17102,50.40930885,20223,98,1,0,0,0,0,0
226,UMNO,DATUK CHE MAT JUSOH,8481,0,2004,Terengganu,BATU BURUK,036-016,Kalah,17102,49.59069115,20223,98,1,0,0,0,0,0
227,UMNO,ALIAS ABDULLAH,7826,1153,2004,Terengganu,ALUR LIMBAT,037-017,Menang,14499,53.97613629,16793,97,3,0,0,0,0,0
228,PAS,YAHYA ALI,6673,0,2004,Terengganu,ALUR LIMBAT,037-017,Kalah,14499,46.02386371,16793,97,3,0,0,0,0,0
229,UMNO,DATUK DR ABDUL LATIF AWANG,6773,720,2004,Terengganu,BUKIT PAYUNG,037-018,Menang,12826,52.80679869,14495,99,0,0,0,0,0,0
230,PAS,HASSAN MHD SALLEH,6053,0,2004,Terengganu,BUKIT PAYUNG,037-018,Kalah,12826,47.19320131,14495,99,0,0,0,0,0,0
231,PAS,DATUK SERI ABDUL HADI AWANG,7736,1435,2004,Terengganu,RU RENDANG,037-019,Menang,14037,55.11149106,16163,99,1,0,0,0,0,0
232,UMNO,TENGKU ZAINUDDIN TENGKU ZAHID,6301,0,2004,Terengganu,RU RENDANG,037-019,Kalah,14037,44.88850894,16163,99,1,0,0,0,0,0
233,UMNO,YAHYA KHATIB MOHAMAD,8103,1371,2004,Terengganu,PENGKALAN BERANGAN,037-020,Menang,14835,54.62082912,16916,95,4,0,0,0,0,0
234,PAS,DATUK MUSTAFA ALI,6732,0,2004,Terengganu,PENGKALAN BERANGAN,037-020,Kalah,14835,45.37917088,16916,95,4,0,0,0,0,0
235,UMNO,ROZI MAMAT,7276,4240,2004,Terengganu,TELEMUNG,038-021,Menang,10312,70.55857254,11568,99,0,0,1,0,0,0
236,PKR,KAMARUZAMAN ABDULLAH,3036,0,2004,Terengganu,TELEMUNG,038-021,Kalah,10312,29.44142746,11568,99,0,0,1,0,0,0
237,PAS,DATUK DR HARUN TAIB,4451,310,2004,Terengganu,MANIR,038-022,Menang,8592,51.80400372,9695,99,1,0,0,0,0,0
238,UMNO,WAN SAGAR WAN EMBONG,4141,0,2004,Terengganu,MANIR,038-022,Kalah,8592,48.19599628,9695,99,1,0,0,0,0,0
239,UMNO,KAMARUDDIN ABDUL RAHMAN,5926,1695,2004,Terengganu,KUALA BERANG,038-023,Menang,10157,58.34399921,11437,98,1,0,0,0,0,0
240,PAS,DR MAMAD PUTEH,4231,0,2004,Terengganu,KUALA BERANG,038-023,Kalah,10157,41.65600079,11437,98,1,0,0,0,0,0
241,UMNO,ROSOL WAHID,7386,3783,2004,Terengganu,AJIL,038-024,Menang,10989,67.21266721,12558,99,1,0,0,0,0,0
242,PAS,MOHD RAZKI,3603,0,2004,Terengganu,AJIL,038-024,Kalah,10989,32.78733279,12558,99,1,0,0,0,0,0
243,UMNO,DIN ADAM,5614,2290,2004,Terengganu,BUKIT BESI,039-025,Menang,8938,62.81047214,10171,99,1,0,0,0,0,0
244,PAS,ROSLAN ISMAIL,3324,0,2004,Terengganu,BUKIT BESI,039-025,Kalah,8938,37.18952786,10171,99,1,0,0,0,0,0
245,UMNO,ZA'ABAR MOHD ADIB,6167,945,2004,Terengganu,RANTAU ABANG,039-026,Menang,11389,54.14874001,13085,99,1,0,0,0,0,0
246,PAS,AZMAN SHAPAWI ABDUL RANI,5222,0,2004,Terengganu,RANTAU ABANG,039-026,Kalah,11389,45.85125999,13085,99,1,0,0,0,0,0
247,UMNO,AHMAD KAMAL ABDULLAH,6224,169,2004,Terengganu,SURA,039-027,Menang,12279,50.68816679,14757,89,10,1,0,0,0,0
248,PAS,WAN HASSAN MOHD RAMLI,6055,0,2004,Terengganu,SURA,039-027,Kalah,12279,49.31183321,14757,89,10,1,0,0,0,0
249,UMNO,ZAKARIA @ ARIFFIN ABDULLAH,8433,1444,2004,Terengganu,PAKA,039-028,Menang,15422,54.68162365,17698,95,5,0,0,0,0,0
250,PAS,SAIFUL BAHRI MAMAT,6989,0,2004,Terengganu,PAKA,039-028,Kalah,15422,45.31837635,17698,95,5,0,0,0,0,0
251,UMNO,DATUK ABU BAKAR ALI,7409,3082,2004,Terengganu,KEMASEK,040-029,Menang,11736,63.13053851,13524,93,6,1,0,0,0,0
252,PAS,ALIAS ABDUL HAMID,4327,0,2004,Terengganu,KEMASEK,040-029,Kalah,11736,36.86946149,13524,93,6,1,0,0,0,0
253,UMNO,AHMAD SAID,7987,3496,2004,Terengganu,KIJAL,040-030,Menang,12478,64.00865523,14163,97,2,1,0,0,0,0
254,PAS,MOHAMAD SULONG,4491,0,2004,Terengganu,KIJAL,040-030,Kalah,12478,35.99134477,14163,97,2,1,0,0,0,0
255,UMNO,DATUK MOHAMAD AWANG TERA,10145,2815,2004,Terengganu,CHUKAI,040-031,Menang,17475,58.05436338,20691,82,16,1,0,0,0,0
256,PAS,DR ALIAS ABD RAHMAN,7330,0,2004,Terengganu,CHUKAI,040-031,Kalah,17475,41.94563662,20691,82,16,1,0,0,0,0
257,UMNO,WAN AHMAD NIZAM WAN ABDUL HAMID,10048,4274,2004,Terengganu,AIR PUTIH,040-032,Menang,15822,63.50650992,18038,95,3,1,1,0,0,0
258,PAS,ISMAIL HARUN,5774,0,2004,Terengganu,AIR PUTIH,040-032,Kalah,15822,36.49349008,18038,95,3,1,1,0,0,0
259,UMNO,DATUK AZHAR IBRAHIM,6707,2245,2004,Penang,PENAGA,041-001,Menang,11169,60.05013878,13335,88,11,1,0,0,0,0
260,PAS,SUBRI MD ARSHAD,4462,0,2004,Penang,PENAGA,041-001,Kalah,11169,39.94986122,13335,88,11,1,0,0,0,0
261,UMNO,DATUK HILMI ABDUL RASHID,7615,5265,2004,Penang,BERTAM,041-002,Menang,9965,76.41746111,12398,63,28,9,0,0,0,0
262,PKR,MAHAMAD HASHIM,2350,0,2004,Penang,BERTAM,041-002,Kalah,9965,23.58253889,12398,63,28,9,0,0,0,0
263,UMNO,DATUK ROSLAN SAIDIN,8941,6288,2004,Penang,PINANG TUNGGAL,041-003,Menang,11594,77.11747456,13889,69,26,4,0,0,0,0
264,PAS,MOHD SALLEH MAN,2653,0,2004,Penang,PINANG TUNGGAL,041-003,Kalah,11594,22.88252544,13889,69,26,4,0,0,0,0
265,UMNO,SHABUDIN YAHAYA,7791,3910,2004,Penang,PERMATANG BERANGAN,042-004,Menang,11672,66.74948595,14049,80,10,10,0,0,0,0
266,PAS,ABDUL RAHMAN SALLEH,3881,0,2004,Penang,PERMATANG BERANGAN,042-004,Kalah,11672,33.25051405,14049,80,10,10,0,0,0,0
267,UMNO,JASMIN MOHAMED,7183,2552,2004,Penang,SUNGAI DUA,042-005,Menang,11814,60.80074488,14087,85,13,2,0,0,0,0
268,PAS,SOID MOHD AMIN,4631,0,2004,Penang,SUNGAI DUA,042-005,Kalah,11814,39.19925512,14087,85,13,2,0,0,0,0
269,UMNO,DATUK JAHARA HAMID,7181,3984,2004,Penang,TELOK AYER TAWAR,042-006,Menang,10378,69.1944498,13479,65,24,11,1,0,0,0
270,PKR,JOHARI KASSIM,3197,0,2004,Penang,TELOK AYER TAWAR,042-006,Kalah,10378,30.8055502,13479,65,24,11,1,0,0,0
271,DAP,PHEE BOON POH,7808,607,2004,Penang,SUNGAI PUYU,043-007,Menang,15009,52.02212006,19009,5,88,7,0,0,0,0
272,MCA,LOO AH DEE,7201,0,2004,Penang,SUNGAI PUYU,043-007,Kalah,15009,47.97787994,19009,5,88,7,0,0,0,0
273,MCA,OOI CHUAN AIK,9422,3337,2004,Penang,BAGAN JERMAL,043-008,Menang,15507,60.75965693,21083,16,70,14,0,0,0,0
274,DAP,NGU LEK WAH,6085,0,2004,Penang,BAGAN JERMAL,043-008,Kalah,15507,39.24034307,21083,16,70,14,0,0,0,0
275,MIC,PK SUBBAIYAH,6687,1967,2004,Penang,BAGAN DALAM,043-009,Menang,12165,54.96917386,17230,24,54,22,0,0,0,0
276,DAP,LIM HOCK SENG,4720,0,2004,Penang,BAGAN DALAM,043-009,Kalah,12165,38.79983559,17230,24,54,22,0,0,0,0
277,PKR,ABDUL RAZAK ABDUL HAMID,758,0,2004,Penang,BAGAN DALAM,043-009,Kalah,12165,6.230990547,17230,24,54,22,0,0,0,0
278,UMNO,ARIF SHAH OMAR SHAH,10113,4464,2004,Penang,SEBERANG JAYA,044-010,Menang,15762,64.16063951,20084,63,25,12,1,0,0,0
279,PKR,DR MANSOR OTHMAN,5649,0,2004,Penang,SEBERANG JAYA,044-010,Kalah,15762,35.83936049,20084,63,25,12,1,0,0,0
280,PAS,MOHD HAMDAN ABD RAHMAN,8057,679,2004,Penang,PERMATANG PASIR,044-011,Menang,15435,52.19954649,19149,70,28,2,0,0,0,0
281,UMNO,DATUK MD ISA RAMLI,7378,0,2004,Penang,PERMATANG PASIR,044-011,Kalah,15435,47.80045351,19149,70,28,2,0,0,0,0
282,UMNO,DATUK ABDUL JALIL ABDUL MAJID,6195,667,2004,Penang,PENANTI,044-012,Menang,11723,52.84483494,14808,70,27,3,1,0,0,0
283,PKR,ANUAR SHAARI,5528,0,2004,Penang,PENANTI,044-012,Kalah,11723,47.15516506,14808,70,27,3,1,0,0,0
284,MCA,LAU CHIEK TUAN,9199,3966,2004,Penang,BERAPIT,045-013,Menang,14432,63.74029933,19745,6,84,9,0,0,0,0
285,DAP,TAN KHONG CHONG,5233,0,2004,Penang,BERAPIT,045-013,Kalah,14432,36.25970067,19745,6,84,9,0,0,0,0
286,GERAKAN,DATUK DR TOH KIN WOON,10410,5655,2004,Penang,MACHANG BUBOK,045-014,Menang,15165,68.64490603,19338,40,51,9,0,0,0,0
287,PKR,LIM BOON TONG,4755,0,2004,Penang,MACHANG BUBOK,045-014,Kalah,15165,31.35509397,19338,40,51,9,0,0,0,0
288,MCA,TAN TEIK CHENG,7567,535,2004,Penang,PADANG LALANG,045-015,Menang,14599,51.83231728,19653,10,83,7,0,0,0,0
289,DAP,TAN KIM HOOI,7032,0,2004,Penang,PADANG LALANG,045-015,Kalah,14599,48.16768272,19653,10,83,7,0,0,0,0
290,MIC,DATUK DR K RAJAPATHY,5060,583,2004,Penang,PERAI,046-016,Menang,9537,53.05651672,13813,11,53,35,1,0,0,0
291,DAP,CHONG ENG,4477,0,2004,Penang,PERAI,046-016,Kalah,9537,46.94348328,13813,11,53,35,1,0,0,0
292,GERAKAN,NG SIEW LAI,7116,4026,2004,Penang,BUKIT TENGAH,046-017,Menang,10206,69.72369195,13470,37,45,18,0,0,0,0
293,PKR,LAW CHOO KIANG,3090,0,2004,Penang,BUKIT TENGAH,046-017,Kalah,10206,30.27630805,13470,37,45,18,0,0,0,0
294,GERAKAN,LAI CHEW HOCK,6030,1038,2004,Penang,BUKIT TAMBUN,046-018,Menang,12119,49.75658058,15772,15,70,16,0,0,0,0
295,PKR,GOH KHENG HUAT,4992,0,2004,Penang,BUKIT TAMBUN,046-018,Kalah,12119,41.19151745,15772,15,70,16,0,0,0,0
296,DAP,NG YEOW CHONG,1097,0,2004,Penang,BUKIT TAMBUN,046-018,Kalah,12119,9.051901972,15772,15,70,16,0,0,0,0
297,MCA,TAN CHENG LIANG,8733,4726,2004,Penang,JAWI,047-019,Menang,13450,64.92936803,17880,19,59,21,0,0,0,0
298,DAP,TEOH SEANG HOOI,4007,0,2004,Penang,JAWI,047-019,Kalah,13450,29.79182156,17880,19,59,21,0,0,0,0
299,IND,GANESH KAILASANI,710,0,2004,Penang,JAWI,047-019,Kalah,13450,5.278810409,17880,19,59,21,0,0,0,0
300,UMNO,DATUK ABDUL RASHID ABDULLAH,5693,1996,2004,Penang,SUNGAI BAKAP,047-020,Menang,9390,60.62832801,12261,57,27,16,0,0,0,0
301,PKR,MAKTAR HJ SHAPEE,3697,0,2004,Penang,SUNGAI BAKAP,047-020,Kalah,9390,39.37167199,12261,57,27,16,0,0,0,0
302,UMNO,MOHD FOAD MAT ISA,5949,3193,2004,Penang,SUNGAI ACHEH,047-021,Menang,8705,68.34003446,11020,68,25,7,0,0,0,0
303,PAS,ISMAIL SALLEH,2756,0,2004,Penang,SUNGAI ACHEH,047-021,Kalah,8705,31.65996554,11020,68,25,7,0,0,0,0
304,GERAKAN,TAN SRI DR KOH TSU KOON,8985,6224,2004,Penang,TANJONG BUNGA,048-022,Menang,11746,76.49412566,16782,26,60,12,1,0,0,0
305,DAP,LIM CHENG HEO,2761,0,2004,Penang,TANJONG BUNGA,048-022,Kalah,11746,23.50587434,16782,26,60,12,1,0,0,0
306,MCA,LYE SIEW WENG,4811,1018,2004,Penang,AIR PUTIH,048-023,Menang,8604,55.91585309,12342,9,83,8,0,0,0,0
307,DAP,TEE YEE CHEU,3793,0,2004,Penang,AIR PUTIH,048-023,Kalah,8604,44.08414691,12342,9,83,8,0,0,0,0
308,GERAKAN,QUAH KOOI HEONG,8285,3198,2004,Penang,KEBUN BUNGA,048-024,Menang,13372,61.95782232,18863,7,77,15,1,0,0,0
309,DAP,LAU KENG EE,5087,0,2004,Penang,KEBUN BUNGA,048-024,Kalah,13372,38.04217768,18863,7,77,15,1,0,0,0
310,GERAKAN,DATUK DR TENG HOCK NAN,8613,6106,2004,Penang,PULAU TIKUS,048-025,Menang,11120,77.45503597,17139,13,77,9,2,0,0,0
311,PKR,ONG KHAN LEE,2507,0,2004,Penang,PULAU TIKUS,048-025,Kalah,11120,22.54496403,17139,13,77,9,2,0,0,0
312,GERAKAN,TENG CHANG YEOW,6838,2254,2004,Penang,PADANG KOTA,049-026,Menang,11422,59.86692348,18308,6,79,15,0,0,0,0
313,DAP,CHOW KON YEOW,4584,0,2004,Penang,PADANG KOTA,049-026,Kalah,11422,40.13307652,18308,6,79,15,0,0,0,0
314,MCA,LEE HACK TEIK,9067,2928,2004,Penang,PENGKALAN KOTA,049-027,Menang,15206,59.62777851,20785,1,95,4,0,0,0,0
315,DAP,LAI HON MENG,6139,0,2004,Penang,PENGKALAN KOTA,049-027,Kalah,15206,40.37222149,20785,1,95,4,0,0,0,0
316,MCA,LIM GIM SOON,7732,3000,2004,Penang,KOMTAR,049-028,Menang,12464,62.03465982,18809,8,84,8,0,0,0,0
317,DAP,THE LAI HENG,4732,0,2004,Penang,KOMTAR,049-028,Kalah,12464,37.96534018,18809,8,84,8,0,0,0,0
318,GERAKAN,ONG THEAN LYE,9462,5055,2004,Penang,DATOK KERAMAT,050-029,Menang,13869,68.22409691,19715,27,57,15,0,0,0,0
319,DAP,KOID TENG GUAN,4407,0,2004,Penang,DATOK KERAMAT,050-029,Kalah,13869,31.77590309,19715,27,57,15,0,0,0,0
320,GERAKAN,LOOI SWEE CHENAG,8634,4507,2004,Penang,SUNGAI PINANG,050-030,Menang,13604,63.46662746,19071,26,59,15,0,0,0,0
321,DAP,THAM WENG FATT,4127,0,2004,Penang,SUNGAI PINANG,050-030,Kalah,13604,30.33666569,19071,26,59,15,0,0,0,0
322,PKR,JIMMY GAY CHOON HEE,843,0,2004,Penang,SUNGAI PINANG,050-030,Kalah,13604,6.196706851,19071,26,59,15,0,0,0,0
323,GERAKAN,NG FOOK ON,7606,139,2004,Penang,BATU LANCANG,050-031,Menang,15073,50.46108937,20855,6,87,7,0,0,0,0
324,DAP,LAW HENG KIANG,7467,0,2004,Penang,BATU LANCANG,050-031,Kalah,15073,49.53891063,20855,6,87,7,0,0,0,0
325,MCA,DATUK KOAY KAR HUAH,9489,4920,2004,Penang,SERI DELIMA,051-032,Menang,14058,67.49893299,20097,24,64,12,1,0,0,0
326,DAP,TAN HUN WOOI,4569,0,2004,Penang,SERI DELIMA,051-032,Kalah,14058,32.50106701,20097,24,64,12,1,0,0,0
327,GERAKAN,CHEANG CHEE GOOI,7225,2824,2004,Penang,AIR ITAM,051-033,Menang,11626,62.14519181,16536,20,71,9,0,0,0,0
328,DAP,KOAT TENG HAI,4401,0,2004,Penang,AIR ITAM,051-033,Kalah,11626,37.85480819,16536,20,71,9,0,0,0,0
329,MCA,DATUK DR LOH HOCK HUN,9772,1392,2004,Penang,PAYA TERUBONG,051-034,Menang,18152,53.83428823,23490,6,86,8,0,0,0,0
330,DAP,TEOH SOON HIN,8380,0,2004,Penang,PAYA TERUBONG,051-034,Kalah,18152,46.16571177,23490,6,86,8,0,0,0,0
331,GERAKAN,GOH KHENG NEAH,10504,7434,2004,Penang,BATU UBAN,052-035,Menang,13574,77.38323265,19155,28,57,14,1,0,0,0
332,PKR,ONG PENG CHEOW,3070,0,2004,Penang,BATU UBAN,052-035,Kalah,13574,22.61676735,19155,28,57,14,1,0,0,0
333,GERAKAN,WONG MUN HOE,8904,5883,2004,Penang,PANTAI JEREJAK,052-036,Menang,11925,74.66666667,16647,41,47,12,1,0,0,0
334,PKR,SYED MOHAMAD NAZLI SYED AHMAD,3021,0,2004,Penang,PANTAI JEREJAK,052-036,Kalah,11925,25.33333333,16647,41,47,12,1,0,0,0
335,UMNO,MANSOR MUSA,10386,6088,2004,Penang,BATU MAUNG,052-037,Menang,14684,70.73004631,19605,52,39,9,0,0,0,0
336,PKR,LIM ENG NAM,4298,0,2004,Penang,BATU MAUNG,052-037,Kalah,14684,29.26995369,19605,52,39,9,0,0,0,0
337,UMNO,SYED AMERUDDIN SYED AHMAD,8654,5371,2004,Penang,BAYAN LEPAS,053-038,Menang,11937,72.49727737,15678,60,34,5,0,0,0,0
