,NEGERI,BAHAGIAN PILIHAN RAYA,NAMA CALON,PARTI,BILANGAN UNDI,STATUS,KOD DAN NAMA PARLIMEN  ,NAMA DUN,JUMLAH UNDI,MAJORITI
530,NEGERI SEMBILAN,N. 10 - NILAI,LEAW KOK CHAN,BN,4394,,P.128 - SEREMBAN,NILAI,20764,
531,NEGERI SEMBILAN,N. 11 - LOBAK,CHEW SEH YONG,PKR,13647,MENANG,P.128 - SEREMBAN,LOBAK,15604,
532,NEGERI SEMBILAN,N. 11 - LOBAK,LIM KOK KIAN,BN,1865,HILANG DEPOSIT,P.128 - SEREMBAN,LOBAK,15604,
533,NEGERI SEMBILAN,N. 11 - LOBAK,BALAMURUGAN A/L SANMUGAM ,PAP,92,HILANG DEPOSIT,P.128 - SEREMBAN,LOBAK,15604,
534,NEGERI SEMBILAN,N. 12 - TEMIANG,SIOW KOI VOON,BN,2831,,P.128 - SEREMBAN,TEMIANG,9094,
535,NEGERI SEMBILAN,N. 12 - TEMIANG,NG CHIN TSAI,PKR,5894,MENANG,P.128 - SEREMBAN,TEMIANG,9094,
536,NEGERI SEMBILAN,N. 12 - TEMIANG,YAU CON SENG,PAS,369,HILANG DEPOSIT,P.128 - SEREMBAN,TEMIANG,9094,
537,NEGERI SEMBILAN,N. 13 - SIKAMAT,RAHIM BIN YUSOF,PAS,1331,HILANG DEPOSIT,P.128 - SEREMBAN,SIKAMAT,17597,
538,NEGERI SEMBILAN,N. 13 - SIKAMAT,AMINUDDIN BIN HARUN,PKR,9832,MENANG,P.128 - SEREMBAN,SIKAMAT,17597,
539,NEGERI SEMBILAN,N. 13 - SIKAMAT,SYAMSUL AMRI BIN ISMAIL,BN,6419,,P.128 - SEREMBAN,SIKAMAT,17597,
540,NEGERI SEMBILAN,N. 13 - SIKAMAT,BUJANG BIN ABU ,BEBAS,15,HILANG DEPOSIT,P.128 - SEREMBAN,SIKAMAT,17597,
541,NEGERI SEMBILAN,N. 14 - AMPANGAN,MUSTAFFA BIN DAHARUN,PAS,983,HILANG DEPOSIT,P.128 - SEREMBAN,AMPANGAN,13225,
542,NEGERI SEMBILAN,N. 14 - AMPANGAN,MOHAMAD RAFIE BIN AB MALEK,PKR,6801,MENANG,P.128 - SEREMBAN,AMPANGAN,13225,
543,NEGERI SEMBILAN,N. 14 - AMPANGAN,ABU UBAIDAH BIN HAJI REDZA,BN,5441,,P.128 - SEREMBAN,AMPANGAN,13225,
544,NEGERI SEMBILAN,N. 15 - JUASSEH,ISMAIL BIN LASIM,BN,4146,MENANG,P.129 - KUALA PILAH,JUASSEH,8224,
545,NEGERI SEMBILAN,N. 15 - JUASSEH,HASSAN BIN MOHAMED,PAS,624,HILANG DEPOSIT,P.129 - KUALA PILAH,JUASSEH,8224,
546,NEGERI SEMBILAN,N. 15 - JUASSEH,ROSLI BIN OMAR ,PKR,3454,,P.129 - KUALA PILAH,JUASSEH,8224,
547,NEGERI SEMBILAN,N. 16 - SERI MENANTI,ABD SAMAD BIN IBRAHIM,BN,3362,MENANG,P.129 - KUALA PILAH,SERI MENANTI,6664,
548,NEGERI SEMBILAN,N. 16 - SERI MENANTI,RAFIEI BIN MUSTAPHA,PAS,535,HILANG DEPOSIT,P.129 - KUALA PILAH,SERI MENANTI,6664,
549,NEGERI SEMBILAN,N. 16 - SERI MENANTI,JAMALI BIN SALAM,PKR,2767,,P.129 - KUALA PILAH,SERI MENANTI,6664,
550,NEGERI SEMBILAN,N. 17 - SENALING,ADNAN BIN ABU HASSAN ,BN,3456,MENANG,P.129 - KUALA PILAH,SENALING,6538,
551,NEGERI SEMBILAN,N. 17 - SENALING,FAZILAH BINTI ABU SAMAH,PAS,598,HILANG DEPOSIT,P.129 - KUALA PILAH,SENALING,6538,
552,NEGERI SEMBILAN,N. 17 - SENALING,MD RAIS BIN MOHAMAD @ BASIRON ,PKR,2484,,P.129 - KUALA PILAH,SENALING,6538,
553,NEGERI SEMBILAN,N. 18 - PILAH,NORHAYATI BINTI OMAR,BN,3837,,P.129 - KUALA PILAH,PILAH,10893,
554,NEGERI SEMBILAN,N. 18 - PILAH,AHMAD FADZIL BIN OTHMAN ,PAS,1413,,P.129 - KUALA PILAH,PILAH,10893,
555,NEGERI SEMBILAN,N. 18 - PILAH,MOHAMAD NAZARUDDIN BIN SABTU,PKR,5643,MENANG,P.129 - KUALA PILAH,PILAH,10893,
556,NEGERI SEMBILAN,N. 19 - JOHOL,SAIFUL YAZAN BIN SULAIMAN,BN,3907,MENANG,P.129 - KUALA PILAH,JOHOL,7918,
557,NEGERI SEMBILAN,N. 19 - JOHOL,ZULKEFLY MOHAMAD BIN OMAR ,PKR,2942,,P.129 - KUALA PILAH,JOHOL,7918,
558,NEGERI SEMBILAN,N. 19 - JOHOL,KAMARUDIN BIN MD. TAHIR,PAS,1069,,P.129 - KUALA PILAH,JOHOL,7918,
559,NEGERI SEMBILAN,N. 20 - LABU,HASIM BIN RUSDI ,BN,5830,,P.130 - RASAH,LABU,14681,
560,NEGERI SEMBILAN,N. 20 - LABU,DAVID DASS A/L ASEERPATHAM,PAP,46,HILANG DEPOSIT,P.130 - RASAH,LABU,14681,
561,NEGERI SEMBILAN,N. 20 - LABU,MOHD KHAIRIL ANUAR BIN MOHD WAFA,PAS,2093,,P.130 - RASAH,LABU,14681,
562,NEGERI SEMBILAN,N. 20 - LABU,ISMAIL BIN AHMAD,PKR,6712,MENANG,P.130 - RASAH,LABU,14681,
563,NEGERI SEMBILAN,N. 21 - BUKIT KEPAYANG,MAK KAH KEONG ,BN,3744,,P.130 - RASAH,BUKIT KEPAYANG,22412,
564,NEGERI SEMBILAN,N. 21 - BUKIT KEPAYANG,TAN LEE KOON ,PKR,18668,MENANG,P.130 - RASAH,BUKIT KEPAYANG,22412,
565,NEGERI SEMBILAN,N. 22 - RAHANG,YAP SIOK MOY,BN,3458,,P.130 - RASAH,RAHANG,13542,
566,NEGERI SEMBILAN,N. 22 - RAHANG,MARY JOSEPHINE PRITTAM SINGH,PKR,10018,MENANG,P.130 - RASAH,RAHANG,13542,
567,NEGERI SEMBILAN,N. 22 - RAHANG,SARASWATHY A/P PARAGAZUM,PAP,66,HILANG DEPOSIT,P.130 - RASAH,RAHANG,13542,
568,NEGERI SEMBILAN,N. 23 - MAMBAU,HO CHOY SHIN,BN,2522,,P.130 - RASAH,MAMBAU,17534,
569,NEGERI SEMBILAN,N. 23 - MAMBAU,YAP YEW WENG,PKR,14911,MENANG,P.130 - RASAH,MAMBAU,17534,
570,NEGERI SEMBILAN,N. 23 - MAMBAU,PARIMALA DEVI A/P THEYAGASON,PAP,101,HILANG DEPOSIT,P.130 - RASAH,MAMBAU,17534,
571,NEGERI SEMBILAN,N. 24 - SEREMBAN JAYA,CHOONG VEE HING,BN,3253,,P.130 - RASAH,SEREMBAN JAYA,17112,
572,NEGERI SEMBILAN,N. 24 - SEREMBAN JAYA,SAGAYA RAJAN A/L XAVIER,PAP,99,HILANG DEPOSIT,P.130 - RASAH,SEREMBAN JAYA,17112,
573,NEGERI SEMBILAN,N. 24 - SEREMBAN JAYA,GUNASEKAREN A/L PALASAMY,PKR,13760,MENANG,P.130 - RASAH,SEREMBAN JAYA,17112,
574,NEGERI SEMBILAN,N. 25 - PAROI,MOHD GHAZALI BIN ABD WAHID,BN,11197,,P.131 - REMBAU,PAROI,30734,
575,NEGERI SEMBILAN,N. 25 - PAROI,MOHAMAD TAUFEK BIN ABD GHANI,PKR,16038,MENANG,P.131 - REMBAU,PAROI,30734,
576,NEGERI SEMBILAN,N. 25 - PAROI,MASITA BINTI MOHAMED ALI,PAS,3499,HILANG DEPOSIT,P.131 - REMBAU,PAROI,30734,
577,NEGERI SEMBILAN,N. 26 - CHEMBONG,ZAIFULBAHRI BIN IDRIS,BN,9079,MENANG,P.131 - REMBAU,CHEMBONG,15019,
578,NEGERI SEMBILAN,N. 26 - CHEMBONG,AZIZAN BIN MARZUKI,PKR,4652,,P.131 - REMBAU,CHEMBONG,15019,
579,NEGERI SEMBILAN,N. 26 - CHEMBONG,ROSMIN BIN ADAM,PAS,1288,HILANG DEPOSIT,P.131 - REMBAU,CHEMBONG,15019,
580,NEGERI SEMBILAN,N. 27 - RANTAU,MOHAMAD BIN HAJI HASAN,BN,0,MENANG TANPA BERTANDING,P.131 - REMBAU,RANTAU,0,
581,NEGERI SEMBILAN,N. 28 - KOTA,AWALUDIN BIN SAID,BN,6356,MENANG,P.131 - REMBAU,KOTA,11076,
582,NEGERI SEMBILAN,N. 28 - KOTA,SAHRIZAL BIN MASRUDIN,PKR,3387,,P.131 - REMBAU,KOTA,11076,
583,NEGERI SEMBILAN,N. 28 - KOTA,ISHAK BIN OMAR,PAS,1333,HILANG DEPOSIT,P.131 - REMBAU,KOTA,11076,
584,NEGERI SEMBILAN,N. 29 - CHUAH,YEK DIEW CHING,PKR,6661,MENANG,P.132 - PORT DICKSON,CHUAH,10121,
585,NEGERI SEMBILAN,N. 29 - CHUAH,LIM CHIN FUI,BN,3460,,P.132 - PORT DICKSON,CHUAH,10121,
586,NEGERI SEMBILAN,N. 30 - LUKUT,CHOO KEN HWA,PKR,11449,MENANG,P.132 - PORT DICKSON,LUKUT,14493,
587,NEGERI SEMBILAN,N. 30 - LUKUT,YEONG KUN YOU,BN,3044,,P.132 - PORT DICKSON,LUKUT,14493,
588,NEGERI SEMBILAN,N. 31 - BAGAN PINANG,TUN HAIRUDIN BIN ABU BAKAR,BN,7146,MENANG,P.132 - PORT DICKSON,BAGAN PINANG,12357,
589,NEGERI SEMBILAN,N. 31 - BAGAN PINANG,MOHD IBRAHIM KHAN BIN AMANULA KHAN,PKR,5211,,P.132 - PORT DICKSON,BAGAN PINANG,12357,
590,NEGERI SEMBILAN,N. 32 - LINGGI,RUSLI BIN ABDULLAH ,PKR,5449,,P.132 - PORT DICKSON,LINGGI,12513,
591,NEGERI SEMBILAN,N. 32 - LINGGI,NOOR MOHAMMAD RIZAL BIN ISHAK,PAS,992,HILANG DEPOSIT,P.132 - PORT DICKSON,LINGGI,12513,
592,NEGERI SEMBILAN,N. 32 - LINGGI,ABDUL RAHMAN BIN MOHD REDZA,BN,6072,MENANG,P.132 - PORT DICKSON,LINGGI,12513,
593,NEGERI SEMBILAN,N. 33 - SRI TANJUNG,KAMAROL RIDZUAN BIN MOHD ZAIN,PAS,1061,HILANG DEPOSIT,P.132 - PORT DICKSON,SRI TANJUNG,11763,
594,NEGERI SEMBILAN,N. 33 - SRI TANJUNG,THINALAN A/L T RAJAGOPALU,BN,3336,,P.132 - PORT DICKSON,SRI TANJUNG,11763,
595,NEGERI SEMBILAN,N. 33 - SRI TANJUNG,RAVI A/L MUNUSAMY,PKR,7366,MENANG,P.132 - PORT DICKSON,SRI TANJUNG,11763,
596,NEGERI SEMBILAN,N. 34 - GEMAS,HAJI BAHARUDDIN ARIF BIN HAJI SIRI,PKR,5081,,P.133 - TAMPIN,GEMAS,17546,
597,NEGERI SEMBILAN,N. 34 - GEMAS,ABD.RAZAK BIN AB.SAID,BN,9853,MENANG,P.133 - TAMPIN,GEMAS,17546,
598,NEGERI SEMBILAN,N. 34 - GEMAS,ABDUL HALIM BIN ABU BAKAR,PAS,2612,,P.133 - TAMPIN,GEMAS,17546,
599,NEGERI SEMBILAN,N. 35 - GEMENCHEH,SAIFUL ADLY BIN ABD WAHAB,PKR,6612,,P.133 - TAMPIN,GEMENCHEH,14697,
600,NEGERI SEMBILAN,N. 35 - GEMENCHEH,ISHAK BIN MAASIN,PAS,1122,HILANG DEPOSIT,P.133 - TAMPIN,GEMENCHEH,14697,
601,NEGERI SEMBILAN,N. 35 - GEMENCHEH,MOHD ISAM BIN MOHD ISA,BN,6963,MENANG,P.133 - TAMPIN,GEMENCHEH,14697,
602,NEGERI SEMBILAN,N. 36 - REPAH,ABDUL RAZAKEK BIN ABDUL RAHIM,PAS,1957,HILANG DEPOSIT,P.133 - TAMPIN,REPAH,16335,
603,NEGERI SEMBILAN,N. 36 - REPAH,KOH KIM SWEE,BN,4810,,P.133 - TAMPIN,REPAH,16335,
604,NEGERI SEMBILAN,N. 36 - REPAH,VEERAPAN A/L SUPERAMANIAM,PKR,9568,MENANG,P.133 - TAMPIN,REPAH,16335,
605,PAHANG,N. 01 - TANAH RATA,CHIONG YOKE KONG,PKR,8821,MENANG,P.078 - CAMERON HIGHLANDS,TANAH RATA,14653,
606,PAHANG,N. 01 - TANAH RATA,LEONG TAK MAN,BN,5232,,P.078 - CAMERON HIGHLANDS,TANAH RATA,14653,
607,PAHANG,N. 01 - TANAH RATA,KUMAR A/L SILAMBARAM,PAS,600,HILANG DEPOSIT,P.078 - CAMERON HIGHLANDS,TANAH RATA,14653,
608,PAHANG,N. 02 - JELAI,ABDUL RASID BIN MOHAMED ALI,PKR,1298,,P.078 - CAMERON HIGHLANDS,JELAI,9736,
609,PAHANG,N. 02 - JELAI,MAT NOR A/L AYAT,PSM,229,HILANG DEPOSIT,P.078 - CAMERON HIGHLANDS,JELAI,9736,
610,PAHANG,N. 02 - JELAI,ABDUL KARIM BIN NOR,PAS,2351,,P.078 - CAMERON HIGHLANDS,JELAI,9736,
611,PAHANG,N. 02 - JELAI,WAN ROSDY BIN WAN ISMAIL,BN,5858,MENANG,P.078 - CAMERON HIGHLANDS,JELAI,9736,
612,PAHANG,N. 03 - PADANG TENGKU,ALIAS BIN ABD RAHMAN,PKR,1303,HILANG DEPOSIT,P.079 - LIPIS,PADANG TENGKU,11441,
613,PAHANG,N. 03 - PADANG TENGKU,ROSLAN BIN HARUN,PAS,4447,,P.079 - LIPIS,PADANG TENGKU,11441,
614,PAHANG,N. 03 - PADANG TENGKU,MUSTAPA BIN LONG,BN,5691,MENANG,P.079 - LIPIS,PADANG TENGKU,11441,
615,PAHANG,N. 04 - CHEKA,LEE AH WONG,BN,3475,MENANG,P.079 - LIPIS,CHEKA,9678,
616,PAHANG,N. 04 - CHEKA,RASID BIN MUHAMAD,PKR,2930,,P.079 - LIPIS,CHEKA,9678,
617,PAHANG,N. 04 - CHEKA,SALUDIN BIN ENDOL,PAS,3273,,P.079 - LIPIS,CHEKA,9678,
618,PAHANG,N. 05 - BENTA,SABARUDDIN BIN MOHD YASSIM,PKR,2921,,P.079 - LIPIS,BENTA,6921,
619,PAHANG,N. 05 - BENTA,ANUAR BIN KASSIM ,PAS,739,HILANG DEPOSIT,P.079 - LIPIS,BENTA,6921,
620,PAHANG,N. 05 - BENTA,MOHD SOFFI BIN ABD RAZAK,BN,3261,MENANG,P.079 - LIPIS,BENTA,6921,
621,PAHANG,N. 06 - BATU TALAM,ABD AZIZ BIN MAT KIRAM,BN,6922,MENANG,P.080 - RAUB,BATU TALAM,11965,
622,PAHANG,N. 06 - BATU TALAM,DASIMAH BINTI ZAINUDIN,PKR,2441,,P.080 - RAUB,BATU TALAM,11965,
623,PAHANG,N. 06 - BATU TALAM,TENGKU ABDUL RAHMAN BIN TENGKU JA'AFAR,PAS,2602,,P.080 - RAUB,BATU TALAM,11965,
624,PAHANG,N. 07 - TRAS,NG LEAP PONG,BN,5707,,P.080 - RAUB,TRAS,22873,
625,PAHANG,N. 07 - TRAS,CHOW YU HUI,PKR,15660,MENANG,P.080 - RAUB,TRAS,22873,
626,PAHANG,N. 07 - TRAS,CHIN CHOY HEE,PAS,1506,HILANG DEPOSIT,P.080 - RAUB,TRAS,22873,
627,PAHANG,N. 08 - DONG,SHAHIRUDDIN BIN AB MOIN,BN,6294,MENANG,P.080 - RAUB,DONG,11098,
628,PAHANG,N. 08 - DONG,BEDU RAHIM BIN ISMAIL,PAS,2462,,P.080 - RAUB,DONG,11098,
629,PAHANG,N. 08 - DONG,HAMZAH BIN JAAFFAR,PKR,2342,,P.080 - RAUB,DONG,11098,
630,PAHANG,N. 09 - TAHAN,MOHD ZAKHWAN BIN AHMAD BADARDDIN,PAS,5638,MENANG,P.081 - JERANTUT,TAHAN,12152,
631,PAHANG,N. 09 - TAHAN,NORDIN BIN SAMAT,PKR,945,HILANG DEPOSIT,P.081 - JERANTUT,TAHAN,12152,
632,PAHANG,N. 09 - TAHAN,WAN AMIZAN BIN WAN ABDUL RAZAK,BN,5569,,P.081 - JERANTUT,TAHAN,12152,
633,PAHANG,N. 10 - DAMAK,ZURIDAN BIN MOHD DAUD,PAS,8444,MENANG,P.081 - JERANTUT,DAMAK,19827,
634,PAHANG,N. 10 - DAMAK,WONG CHUN YUAN,PKR,6988,,P.081 - JERANTUT,DAMAK,19827,
635,PAHANG,N. 10 - DAMAK,LIM CHONG LY,BN,4395,,P.081 - JERANTUT,DAMAK,19827,
636,PAHANG,N. 11 - PULAU TAWAR,JAMALUDDIN BIN ABD RAHIM,PKR,1973,HILANG DEPOSIT,P.081 - JERANTUT,PULAU TAWAR,18278,
637,PAHANG,N. 11 - PULAU TAWAR,AHMAD NAAWI BIN SAMAH,PAS,7859,,P.081 - JERANTUT,PULAU TAWAR,18278,
638,PAHANG,N. 11 - PULAU TAWAR,NAZRI BIN NGAH,BN,8446,MENANG,P.081 - JERANTUT,PULAU TAWAR,18278,
639,PAHANG,N. 12 - BESERAH,SUHAIMI BIN JUSOH @ SULONG,BN,8732,,P.082 - INDERA MAHKOTA,BESERAH,31905,
640,PAHANG,N. 12 - BESERAH,ANDANSURA BIN RABU,PAS,12239,MENANG,P.082 - INDERA MAHKOTA,BESERAH,31905,
641,PAHANG,N. 12 - BESERAH,ZULKIFLI BIN MOHAMED,PKR,10934,,P.082 - INDERA MAHKOTA,BESERAH,31905,
642,PAHANG,N. 13 - SEMAMBU,QUEK TAI SEONG,BN,7323,,P.082 - INDERA MAHKOTA,SEMAMBU,31794,
643,PAHANG,N. 13 - SEMAMBU,LEE CHEAN CHUNG,PKR,14991,MENANG,P.082 - INDERA MAHKOTA,SEMAMBU,31794,
644,PAHANG,N. 13 - SEMAMBU,MOHD YUSOF BIN HASHIN,PAS,9480,,P.082 - INDERA MAHKOTA,SEMAMBU,31794,
645,PAHANG,N. 14 - TERUNTUM,TEE CHOON SER,BN,4502,,P.083 - KUANTAN,TERUNTUM,19768,
646,PAHANG,N. 14 - TERUNTUM,AZIZAH BINTI MOHD ALI,PAS,3039,,P.083 - KUANTAN,TERUNTUM,19768,
647,PAHANG,N. 14 - TERUNTUM,SIM CHON SIANG ,PKR,12227,MENANG,P.083 - KUANTAN,TERUNTUM,19768,
648,PAHANG,N. 15 - TANJUNG LUMPUR,ROSLI BIN ABDUL JABAR,PAS,8198,MENANG,P.083 - KUANTAN,TANJUNG LUMPUR,20679,
649,PAHANG,N. 15 - TANJUNG LUMPUR,T. ZULKIFLY BIN T. AHMAD,BN,6859,,P.083 - KUANTAN,TANJUNG LUMPUR,20679,
650,PAHANG,N. 15 - TANJUNG LUMPUR,SABRINA BT MD YUSOFF,PKR,5622,,P.083 - KUANTAN,TANJUNG LUMPUR,20679,
651,PAHANG,N. 16 - INDERAPURA,FAKHRUL ANUAR BIN ZULKAWI,PKR,1806,,P.083 - KUANTAN,INDERAPURA,10777,
652,PAHANG,N. 16 - INDERAPURA,WAN MASERI BINTI WAN MOHD ,PAS,3403,,P.083 - KUANTAN,INDERAPURA,10777,
653,PAHANG,N. 16 - INDERAPURA,SHAFIK FAUZAN BIN SHARIF,BN,5568,MENANG,P.083 - KUANTAN,INDERAPURA,10777,
654,PAHANG,N. 17 - SUNGAI LEMBING,FAUZI BIN ABDUL RAHMAN ,PKR,2687,,P.084 - PAYA BESAR,SUNGAI LEMBING,11591,
655,PAHANG,N. 17 - SUNGAI LEMBING,MOHAMAD HAZMI BIN DIBOK,PAS,3468,,P.084 - PAYA BESAR,SUNGAI LEMBING,11591,
656,PAHANG,N. 17 - SUNGAI LEMBING,MD SOHAIMI BIN MOHAMED SHAH,BN,5436,MENANG,P.084 - PAYA BESAR,SUNGAI LEMBING,11591,
657,PAHANG,N. 18 - LEPAR,MOHD NOR HISAM BIN MUHAMMAD,PAS,3569,,P.084 - PAYA BESAR,LEPAR,13790,
658,PAHANG,N. 18 - LEPAR,NUR AD-DIN BIN IBRAHIM,PKR,3721,,P.084 - PAYA BESAR,LEPAR,13790,
659,PAHANG,N. 18 - LEPAR,ABD RAHIM BIN MUDA ,BN,6500,MENANG,P.084 - PAYA BESAR,LEPAR,13790,
660,PAHANG,N. 19 - PANCHING,BENZIN BIN DAGOK,BEBAS,42,HILANG DEPOSIT,P.084 - PAYA BESAR,PANCHING,18683,
661,PAHANG,N. 19 - PANCHING,KAMARZAMAN BIN MOHAMED YUNUS,PKR,4490,,P.084 - PAYA BESAR,PANCHING,18683,
662,PAHANG,N. 19 - PANCHING,MOHD ZAILI BIN BESAR,BN,7008,,P.084 - PAYA BESAR,PANCHING,18683,
663,PAHANG,N. 19 - PANCHING,MOHD TARMIZI BIN YAHAYA,PAS,7143,MENANG,P.084 - PAYA BESAR,PANCHING,18683,
664,PAHANG,N. 20 - PULAU MANIS,KHAIRUDDIN BIN MAHMUD,BN,8282,MENANG,P.085 - PEKAN,PULAU MANIS,16331,
665,PAHANG,N. 20 - PULAU MANIS,ABU BAKAR BIN LEBAI SUDIN ,PKR,2101,,P.085 - PEKAN,PULAU MANIS,16331,
666,PAHANG,N. 20 - PULAU MANIS,ZAINUDDIN BIN NOH,PAS,5948,,P.085 - PEKAN,PULAU MANIS,16331,
667,PAHANG,N. 21 - PERAMU JAYA,SALIM BIN ABD MAJID,PKR,2644,HILANG DEPOSIT,P.085 - PEKAN,PERAMU JAYA,26328,
668,PAHANG,N. 21 - PERAMU JAYA,SH. MOHAMED PUZI BIN SH. ALI,BN,15433,MENANG,P.085 - PEKAN,PERAMU JAYA,26328,
669,PAHANG,N. 21 - PERAMU JAYA,ABU KASSIM BIN MANAF,PAS,8251,,P.085 - PEKAN,PERAMU JAYA,26328,
670,PAHANG,N. 22 - BEBAR,MOHAMMAD FAKHRUDDIN BIN MOHD ARIFF,BN,8172,MENANG,P.085 - PEKAN,BEBAR,11592,
671,PAHANG,N. 22 - BEBAR,AFIF SYAIROL BIN ABDUL RAHIM,PKR,968,HILANG DEPOSIT,P.085 - PEKAN,BEBAR,11592,
672,PAHANG,N. 22 - BEBAR,MOHD NAZHAR BIN OTHMAN,PAS,2452,,P.085 - PEKAN,BEBAR,11592,
673,PAHANG,N. 23 - CHINI,MOHD FADHIL NOOR BIN ABDUL KARIM,PAS,5405,,P.085 - PEKAN,CHINI,16497,
674,PAHANG,N. 23 - CHINI,ABU BAKAR BIN HARUN,BN,10027,MENANG,P.085 - PEKAN,CHINI,16497,
675,PAHANG,N. 23 - CHINI,MOHAMAD RAZALI BIN ITHNAIN,PKR,1065,HILANG DEPOSIT,P.085 - PEKAN,CHINI,16497,
676,PAHANG,N. 24 - LUIT,MOHD SOFIAN BIN ABD JALIL,PAS,4238,MENANG,P.086 - MARAN,LUIT,9786,
677,PAHANG,N. 24 - LUIT,NURHIDAYAH BINTI MOHAMAD SHAHAIMI,BN,3966,,P.086 - MARAN,LUIT,9786,
678,PAHANG,N. 24 - LUIT,ROSLI BIN AMIN,PKR,1582,,P.086 - MARAN,LUIT,9786,
679,PAHANG,N. 25 - KUALA SENTUL,FAZIL AZMI BIN NADZRI,PAS,3502,,P.086 - MARAN,KUALA SENTUL,10342,
680,PAHANG,N. 25 - KUALA SENTUL,BOSTAMIN BIN BAKAR,PKR,1299,,P.086 - MARAN,KUALA SENTUL,10342,
681,PAHANG,N. 25 - KUALA SENTUL,SHAHANIZA BT SHAMSUDDIN,BN,5541,MENANG,P.086 - MARAN,KUALA SENTUL,10342,
682,PAHANG,N. 26 - CHENOR,ZULIANA BINTI MOHAMED,PKR,1035,HILANG DEPOSIT,P.086 - MARAN,CHENOR,12553,
683,PAHANG,N. 26 - CHENOR,MUJIBUR RAHMAN BIN ISHAK,PAS,6016,MENANG,P.086 - MARAN,CHENOR,12553,
684,PAHANG,N. 26 - CHENOR,MOHAMED ARIFIN BIN AWANG ISMAIL,BN,5502,,P.086 - MARAN,CHENOR,12553,
685,PAHANG,N. 27 - JENDERAK,MOHAMED BIN JAAFAR,BN,4213,MENANG,P.087 - KUALA KRAU,JENDERAK,8335,
686,PAHANG,N. 27 - JENDERAK,FAIZAH BINTI BAHAROM,PKR,1622,,P.087 - KUALA KRAU,JENDERAK,8335,
687,PAHANG,N. 27 - JENDERAK,ABDULLAH BIN YUSOH,PAS,2500,,P.087 - KUALA KRAU,JENDERAK,8335,
688,PAHANG,N. 28 - KERDAU,AIREROSHAIRI BIN ROSLAN,PAS,3321,,P.087 - KUALA KRAU,KERDAU,9874,
689,PAHANG,N. 28 - KERDAU,ADNAN BIN ABDUL MANAF,PKR,1298,,P.087 - KUALA KRAU,KERDAU,9874,
690,PAHANG,N. 28 - KERDAU,SYED IBRAHIM BIN SYED AHMAD,BN,5255,MENANG,P.087 - KUALA KRAU,KERDAU,9874,
691,PAHANG,N. 29 - JENGKA,WAN SALMAN BIN WAN ISMAIL,BN,8298,,P.087 - KUALA KRAU,JENGKA,20131,
692,PAHANG,N. 29 - JENGKA,JALANI BIN LUDIN,PKR,1722,HILANG DEPOSIT,P.087 - KUALA KRAU,JENGKA,20131,
693,PAHANG,N. 29 - JENGKA,SHAHRIL AZMAN BIN ABD HALIM,PAS,10111,MENANG,P.087 - KUALA KRAU,JENGKA,20131,
694,PAHANG,N. 30 - MENTAKAB,ABIRERAH BIN AWANG CHIK ,PAS,4718,,P.088 - TEMERLOH,MENTAKAB,20769,
695,PAHANG,N. 30 - MENTAKAB,WONG TAT CHEE @ WONG TAI CHEE,BN,4548,,P.088 - TEMERLOH,MENTAKAB,20769,
696,PAHANG,N. 30 - MENTAKAB,CHUAH BOON SEONG,BEBAS,956,HILANG DEPOSIT,P.088 - TEMERLOH,MENTAKAB,20769,
697,PAHANG,N. 30 - MENTAKAB,WOO CHEE WAN,PKR,10547,MENANG,P.088 - TEMERLOH,MENTAKAB,20769,
698,PAHANG,N. 31 - LANCHANG,ABAS BIN AWANG ,PKR,5099,,P.088 - TEMERLOH,LANCHANG,18839,
699,PAHANG,N. 31 - LANCHANG,HASAN BIN OMAR,PAS,4836,,P.088 - TEMERLOH,LANCHANG,18839,
700,PAHANG,N. 31 - LANCHANG,MOHD KHAIDIR BIN AHMAD,BEBAS,80,HILANG DEPOSIT,P.088 - TEMERLOH,LANCHANG,18839,
701,PAHANG,N. 31 - LANCHANG,MOHD SHARKAR BIN SHAMSUDIN,BN,8824,MENANG,P.088 - TEMERLOH,LANCHANG,18839,
702,PAHANG,N. 32 - KUALA SEMANTAN,NOR AZMI BIN MAT LUDIN,BN,7880,MENANG,P.088 - TEMERLOH,KUALA SEMANTAN,21381,
703,PAHANG,N. 32 - KUALA SEMANTAN,HASSANUDDIN BIN SALIM,PAS,7406,,P.088 - TEMERLOH,KUALA SEMANTAN,21381,
704,PAHANG,N. 32 - KUALA SEMANTAN,SYED HAMID BIN SYED MOHAMED,PKR,6095,,P.088 - TEMERLOH,KUALA SEMANTAN,21381,
705,PAHANG,N. 33 - BILUT,POO MUN HOONG ,BN,5059,,P.089 - BENTONG,BILUT,15801,
706,PAHANG,N. 33 - BILUT,MOHD ZAMRI BIN NONG,PAS,1944,HILANG DEPOSIT,P.089 - BENTONG,BILUT,15801,
707,PAHANG,N. 33 - BILUT,LEE CHIN CHEN ,PKR,8798,MENANG,P.089 - BENTONG,BILUT,15801,
708,PAHANG,N. 34 - KETARI,LAU HOI KEONG,BN,6163,,P.089 - BENTONG,KETARI,19296,
709,PAHANG,N. 34 - KETARI,YOUNG SYEFURA BINTI OTHMAN ,PKR,9873,MENANG,P.089 - BENTONG,KETARI,19296,
710,PAHANG,N. 34 - KETARI,ROSLAN BIN MD ESA,PAS,3260,,P.089 - BENTONG,KETARI,19296,
