,NEGERI,BAHAGIAN PILIHAN RAYA,NAMA CALON,PARTI,BILANGAN UNDI,STATUS,KOD DAN NAMA PARLIMEN  ,NAMA DUN,JUMLAH UNDI,MAJORITI
178,KEDAH,N. 07 - KUALA NERANG,MOHAMAD YUSOFF BIN ZAKARIA,PAS,9118,MENANG,P.007 - PADANG TERAP,KUALA NERANG,19993,
179,KEDAH,N. 07 - KUALA NERANG,SYED FADZIL BIN SYED EMBUN,PKR,3376,,P.007 - PADANG TERAP,KUALA NERANG,19993,
180,KEDAH,N. 08 - PEDU,HASHIM BIN IDRIS ,PKR,3272,,P.007 - PADANG TERAP,PEDU,18930,
181,KEDAH,N. 08 - PEDU,KAMA NORIAH BINTI IBRAHIM,BN,7494,,P.007 - PADANG TERAP,PEDU,18930,
182,KEDAH,N. 08 - PEDU,MOHD RADZI BIN MD AMIN,PAS,8164,MENANG,P.007 - PADANG TERAP,PEDU,18930,
183,KEDAH,N. 09 - BUKIT LADA,SALIM BIN MAHMOOD,PAS,9573,MENANG,P.008 - POKOK SENA,BUKIT LADA,24642,
184,KEDAH,N. 09 - BUKIT LADA,ARIFFIN BIN MAN,BN,8288,,P.008 - POKOK SENA,BUKIT LADA,24642,
185,KEDAH,N. 09 - BUKIT LADA,MOHD AIZAD BIN ROSLAN,PKR,6337,,P.008 - POKOK SENA,BUKIT LADA,24642,
186,KEDAH,N. 09 - BUKIT LADA,MOHD. ISMAIL BIN OTHMAN.,BEBAS,444,HILANG DEPOSIT,P.008 - POKOK SENA,BUKIT LADA,24642,
187,KEDAH,N. 10 - BUKIT PINANG,ROMANI BIN WAN SALIN,PAS,10432,MENANG,P.008 - POKOK SENA,BUKIT PINANG,23941,
188,KEDAH,N. 10 - BUKIT PINANG,MOHAMMAD NAWAR BIN ARIFFIN,BN,6289,,P.008 - POKOK SENA,BUKIT PINANG,23941,
189,KEDAH,N. 10 - BUKIT PINANG,CHE MAT DZAHER BIN AHMAD,PKR,7220,,P.008 - POKOK SENA,BUKIT PINANG,23941,
190,KEDAH,N. 11 - DERGA,TAN KOK YEW,PKR,11232,MENANG,P.008 - POKOK SENA,DERGA,22115,
191,KEDAH,N. 11 - DERGA,CHEAH SOON HAI,BN,4916,,P.008 - POKOK SENA,DERGA,22115,
192,KEDAH,N. 11 - DERGA,YAHYA BIN SAAD @ JANAI,PAS,5967,,P.008 - POKOK SENA,DERGA,22115,
193,KEDAH,N. 12 - SUKA MENANTI,MOHD SABRI BIN OMAR,PAS,4580,,P.009 - ALOR SETAR,SUKA MENANTI,24931,
194,KEDAH,N. 12 - SUKA MENANTI,AHMAD BASHAH BIN MD HANIPAH,BN,7050,,P.009 - ALOR SETAR,SUKA MENANTI,24931,
195,KEDAH,N. 12 - SUKA MENANTI,ZAMRI BIN YUSUF,PKR,13301,MENANG,P.009 - ALOR SETAR,SUKA MENANTI,24931,
196,KEDAH,N. 13 - KOTA DARUL AMAN,ZULKIFLI BIN CHE HARON,PAS,1732,HILANG DEPOSIT,P.009 - ALOR SETAR,KOTA DARUL AMAN,16770,
197,KEDAH,N. 13 - KOTA DARUL AMAN,TAN ENG HWA,BN,3269,,P.009 - ALOR SETAR,KOTA DARUL AMAN,16770,
198,KEDAH,N. 13 - KOTA DARUL AMAN,TEH SWEE LEONG,PKR,11737,MENANG,P.009 - ALOR SETAR,KOTA DARUL AMAN,16770,
199,KEDAH,N. 13 - KOTA DARUL AMAN,TAN KANG YAP,PRM,32,HILANG DEPOSIT,P.009 - ALOR SETAR,KOTA DARUL AMAN,16770,
200,KEDAH,N. 14 - ALOR MENGKUDU,AHMAD BIN SAAD @ YAHAYA,PAS,6964,,P.009 - ALOR SETAR,ALOR MENGKUDU,22238,
201,KEDAH,N. 14 - ALOR MENGKUDU,ABDUL MALIK BIN SAAD,BN,6434,,P.009 - ALOR SETAR,ALOR MENGKUDU,22238,
202,KEDAH,N. 14 - ALOR MENGKUDU,PHAHROLRAZI BIN MOHD ZAWAWI,PKR,8840,MENANG,P.009 - ALOR SETAR,ALOR MENGKUDU,22238,
203,KEDAH,N. 15 - ANAK BUKIT,HAMDI BIN ISHAK,PAS,8231,,P.010 - KUALA KEDAH,ANAK BUKIT,23241,
204,KEDAH,N. 15 - ANAK BUKIT,JOHARI BIN AZIZ,BN,5200,,P.010 - KUALA KEDAH,ANAK BUKIT,23241,
205,KEDAH,N. 15 - ANAK BUKIT,AMIRUDDIN BIN HAMZAH,PKR,9810,MENANG,P.010 - KUALA KEDAH,ANAK BUKIT,23241,
206,KEDAH,N. 16 - KUBANG ROTAN,OMAR BIN SAAD,PAS,7303,,P.010 - KUALA KEDAH,KUBANG ROTAN,28776,
207,KEDAH,N. 16 - KUBANG ROTAN,ABDUL MUTHALIB BIN HARUN,BN,7469,,P.010 - KUALA KEDAH,KUBANG ROTAN,28776,
208,KEDAH,N. 16 - KUBANG ROTAN,MOHD ASMIRUL ANUAR BIN ARIS,PKR,14004,MENANG,P.010 - KUALA KEDAH,KUBANG ROTAN,28776,
209,KEDAH,N. 17 - PENGKALAN KUNDOR,AHMAD FAKHRUDDIN BIN FAKHRURAZI,PAS,9088,,P.010 - KUALA KEDAH,PENGKALAN KUNDOR,27190,
210,KEDAH,N. 17 - PENGKALAN KUNDOR,ISMAIL BIN SALLEH,PKR,11578,MENANG,P.010 - KUALA KEDAH,PENGKALAN KUNDOR,27190,
211,KEDAH,N. 17 - PENGKALAN KUNDOR,ABDUL HALIM BIN SAID,BN,6524,,P.010 - KUALA KEDAH,PENGKALAN KUNDOR,27190,
212,KEDAH,N. 18 - TOKAI,MOHD HAYATI BIN OTHMAN,PAS,15941,MENANG,P.011 - PENDANG,TOKAI,30465,
213,KEDAH,N. 18 - TOKAI,AHMAD FATAHI BIN OMAR,BN,7892,,P.011 - PENDANG,TOKAI,30465,
214,KEDAH,N. 18 - TOKAI,MOHD FIRDAUS BIN JAAFAR,PKR,6632,,P.011 - PENDANG,TOKAI,30465,
215,KEDAH,N. 19 - SUNGAI TIANG,ABDUL RAZAK BIN KHAMIS,PKR,8028,,P.011 - PENDANG,SUNGAI TIANG,31813,
216,KEDAH,N. 19 - SUNGAI TIANG,SURAYA BINTI YAACOB,BN,12213,MENANG,P.011 - PENDANG,SUNGAI TIANG,31813,
217,KEDAH,N. 19 - SUNGAI TIANG,SAIFUL SYAZWAN BIN SHAFIE ,PAS,11572,,P.011 - PENDANG,SUNGAI TIANG,31813,
218,KEDAH,N. 20 - SUNGAI LIMAU,MOHD AZAM BIN ABD SAMAT,PAS,13048,MENANG,P.012 - JERAI,SUNGAI LIMAU,24616,
219,KEDAH,N. 20 - SUNGAI LIMAU,NORMA BINTI AWANG,BN,7075,,P.012 - JERAI,SUNGAI LIMAU,24616,
220,KEDAH,N. 20 - SUNGAI LIMAU,ZAHRAN BIN ABDULLAH,PKR,4493,,P.012 - JERAI,SUNGAI LIMAU,24616,
221,KEDAH,N. 21 - GUAR CHEMPEDAK,MUSODDAK BIN HJ AHMAD,PAS,6259,,P.012 - JERAI,GUAR CHEMPEDAK,18463,
222,KEDAH,N. 21 - GUAR CHEMPEDAK,KU ABD RAHMAN BIN KU ISMAIL,BN,6518,MENANG,P.012 - JERAI,GUAR CHEMPEDAK,18463,
223,KEDAH,N. 21 - GUAR CHEMPEDAK,MOHD SAFFUAN BIN SABARI,PKR,5686,,P.012 - JERAI,GUAR CHEMPEDAK,18463,
224,KEDAH,N. 22 - GURUN,MUZAINI BIN AZIZAN,PAS,5257,,P.012 - JERAI,GURUN,22681,
225,KEDAH,N. 22 - GURUN,PALANIAPPAN A/L MARIMUTHU,BEBAS,167,HILANG DEPOSIT,P.012 - JERAI,GURUN,22681,
226,KEDAH,N. 22 - GURUN,JOHARI BIN ABDUL,PKR,10732,MENANG,P.012 - JERAI,GURUN,22681,
227,KEDAH,N. 22 - GURUN,BOEY CHIN GAN,BN,6525,,P.012 - JERAI,GURUN,22681,
228,KEDAH,N. 23 - BELANTEK,MOHD TAJUDIN BIN ABDULLAH,BN,7026,,P.013 - SIK,BELANTEK,19002,
229,KEDAH,N. 23 - BELANTEK,MOHD ISA BIN SHAFIE,PAS,9600,MENANG,P.013 - SIK,BELANTEK,19002,
230,KEDAH,N. 23 - BELANTEK,ABDUL RASHID BIN ABDULLAH,PKR,2376,,P.013 - SIK,BELANTEK,19002,
231,KEDAH,N. 24 - JENERI,MUHAMMAD SANUSI BIN MD NOR,PAS,10626,MENANG,P.013 - SIK,JENERI,22943,
232,KEDAH,N. 24 - JENERI,MOHD NAZRI BIN ABU HASSAN,PKR,4146,,P.013 - SIK,JENERI,22943,
233,KEDAH,N. 24 - JENERI,MAHADZIR BIN ABDUL HAMID,BN,8171,,P.013 - SIK,JENERI,22943,
234,KEDAH,N. 25 - BUKIT SELAMBAU,MOHD ALI BIN SULAIMAN,PAS,11938,,P.014 - MERBOK,BUKIT SELAMBAU,38960,
235,KEDAH,N. 25 - BUKIT SELAMBAU,SUMMUGAM A/L RENGASAMY,PKR,17573,MENANG,P.014 - MERBOK,BUKIT SELAMBAU,38960,
236,KEDAH,N. 25 - BUKIT SELAMBAU,JASPAL SINGH A/L GURBAKHES SINGH,BN,9449,,P.014 - MERBOK,BUKIT SELAMBAU,38960,
237,KEDAH,N. 26 - TANJONG DAWAI,ANUAR BIN ABDUL HAMID,PKR,10492,,P.014 - MERBOK,TANJONG DAWAI,32357,
238,KEDAH,N. 26 - TANJONG DAWAI,HANIF BIN GHAZALI,PAS,11444,MENANG,P.014 - MERBOK,TANJONG DAWAI,32357,
239,KEDAH,N. 26 - TANJONG DAWAI,ANNUAR BIN AHMAD,BN,10421,,P.014 - MERBOK,TANJONG DAWAI,32357,
240,KEDAH,N. 27 - PANTAI MERDEKA,ALI BIN YAHAYA,BN,9567,,P.015 - SUNGAI PETANI,PANTAI MERDEKA,30981,
241,KEDAH,N. 27 - PANTAI MERDEKA,AHMAD FADZLI BIN HASHIM,PAS,14133,MENANG,P.015 - SUNGAI PETANI,PANTAI MERDEKA,30981,
242,KEDAH,N. 27 - PANTAI MERDEKA,ROSLI BIN YUSOF,PKR,7281,,P.015 - SUNGAI PETANI,PANTAI MERDEKA,30981,
243,KEDAH,N. 28 - BAKAR ARANG,OOI TZE MIN,PKR,18440,MENANG,P.015 - SUNGAI PETANI,BAKAR ARANG,31681,
244,KEDAH,N. 28 - BAKAR ARANG,OTHMAN BIN CHE MEE,PAS,7607,,P.015 - SUNGAI PETANI,BAKAR ARANG,31681,
245,KEDAH,N. 28 - BAKAR ARANG,KO HUNG WENG,BN,5547,,P.015 - SUNGAI PETANI,BAKAR ARANG,31681,
246,KEDAH,N. 28 - BAKAR ARANG,TAN HOCK HUAT,BEBAS,29,HILANG DEPOSIT,P.015 - SUNGAI PETANI,BAKAR ARANG,31681,
247,KEDAH,N. 28 - BAKAR ARANG,TAN KEE CHYE,PRM,58,HILANG DEPOSIT,P.015 - SUNGAI PETANI,BAKAR ARANG,31681,
248,KEDAH,N. 29 - SIDAM,MOHD HASHIM BIN SAALUDIN,PRM,80,HILANG DEPOSIT,P.015 - SUNGAI PETANI,SIDAM,29859,
249,KEDAH,N. 29 - SIDAM,TAN KOK SEONG,BN,5951,,P.015 - SUNGAI PETANI,SIDAM,29859,
250,KEDAH,N. 29 - SIDAM,ROBERT LING KUI EE,PKR,17344,MENANG,P.015 - SUNGAI PETANI,SIDAM,29859,
251,KEDAH,N. 29 - SIDAM,NUR HIDAYAH FOO ABDULLAH,PAS,6484,,P.015 - SUNGAI PETANI,SIDAM,29859,
252,KEDAH,N. 30 - BAYU,ABD RAHIM BIN KECHIK@WAN CHIK,PKR,5059,,P.016 - BALING,BAYU,32813,
253,KEDAH,N. 30 - BAYU,MOHAMED NOOR BIN MOHAMED AMIN,BN,13415,,P.016 - BALING,BAYU,32813,
254,KEDAH,N. 30 - BAYU,ABD NASIR BIN IDRIS,PAS,14339,MENANG,P.016 - BALING,BAYU,32813,
255,KEDAH,N. 31 - KUPANG,NAJMI BIN HJ AHMAD,PAS,13290,MENANG,P.016 - BALING,KUPANG,29121,
256,KEDAH,N. 31 - KUPANG,HARUN BIN ABDUL AZIZ,BN,11663,,P.016 - BALING,KUPANG,29121,
257,KEDAH,N. 31 - KUPANG,JOHARI BIN ABDULLAH,PKR,4168,,P.016 - BALING,KUPANG,29121,
258,KEDAH,N. 32 - KUALA KETIL,MOHD KHAIRUL AZHAR BIN ABDULLAH,BN,10993,,P.016 - BALING,KUALA KETIL,28519,
259,KEDAH,N. 32 - KUALA KETIL,MOHAMAD SOFEE BIN RAZAK,PKR,4952,,P.016 - BALING,KUALA KETIL,28519,
260,KEDAH,N. 32 - KUALA KETIL,MANSOR BIN ZAKARIA,PAS,12574,MENANG,P.016 - BALING,KUALA KETIL,28519,
261,KEDAH,N. 33 - MERBAU PULAS,ASMADI BIN ABU TALIB ,BN,9454,,P.017 - PADANG SERAI,MERBAU PULAS,28613,
262,KEDAH,N. 33 - MERBAU PULAS,ABD RAZAK BIN SALLEH,PKR,9267,,P.017 - PADANG SERAI,MERBAU PULAS,28613,
263,KEDAH,N. 33 - MERBAU PULAS,SITI ASHAH BINTI GHAZALI ,PAS,9892,MENANG,P.017 - PADANG SERAI,MERBAU PULAS,28613,
264,KEDAH,N. 34 - LUNAS,THURAISINGAM A/L K.S MUTHU,BN,7489,,P.017 - PADANG SERAI,LUNAS,41484,
265,KEDAH,N. 34 - LUNAS,AHMAD TAUFIQ BIN BAHARUM,PAS,10091,,P.017 - PADANG SERAI,LUNAS,41484,
266,KEDAH,N. 34 - LUNAS,AZMAN BIN NASRUDIN,PKR,23904,MENANG,P.017 - PADANG SERAI,LUNAS,41484,
267,KEDAH,N. 35 - KULIM,CHUA THIONG GEE,BN,9275,,P.018 - KULIM-BANDAR BAHARU,KULIM,31459,
268,KEDAH,N. 35 - KULIM,LEE AH LEONG,PRM,34,HILANG DEPOSIT,P.018 - KULIM-BANDAR BAHARU,KULIM,31459,
269,KEDAH,N. 35 - KULIM,YEO KENG CHUAN,PKR,13070,MENANG,P.018 - KULIM-BANDAR BAHARU,KULIM,31459,
270,KEDAH,N. 35 - KULIM,MOHD KHARI BIN MOHD SALLEH,PAS,9080,,P.018 - KULIM-BANDAR BAHARU,KULIM,31459,
271,KEDAH,N. 36 - BANDAR BAHARU,ROHAIZAT BIN JA'AFAR,PAS,7506,,P.018 - KULIM-BANDAR BAHARU,BANDAR BAHARU,22897,
272,KEDAH,N. 36 - BANDAR BAHARU,AZIMI BIN DAIM,PKR,7507,,P.018 - KULIM-BANDAR BAHARU,BANDAR BAHARU,22897,
273,KEDAH,N. 36 - BANDAR BAHARU,NORSABRINA BINTI MOHD NOOR,BN,7884,MENANG,P.018 - KULIM-BANDAR BAHARU,BANDAR BAHARU,22897,
274,KELANTAN,N. 01 - PENGKALAN KUBOR,WAN ROSLAN BIN WAN HAMAT,PAS,10142,MENANG,P.019 - TUMPAT,PENGKALAN KUBOR,20288,
275,KELANTAN,N. 01 - PENGKALAN KUBOR,MAT RAZI BIN MAT AIL,BN,8563,,P.019 - TUMPAT,PENGKALAN KUBOR,20288,
276,KELANTAN,N. 01 - PENGKALAN KUBOR,WAN ROSDI BIN MAT RASIK,PKR,1583,HILANG DEPOSIT,P.019 - TUMPAT,PENGKALAN KUBOR,20288,
277,KELANTAN,N. 02 - KELABORAN,MOHD ADANAN BIN HASSAN,PAS,12422,MENANG,P.019 - TUMPAT,KELABORAN,21885,
278,KELANTAN,N. 02 - KELABORAN,HASHIM BIN MOHAMAD,BN,7493,,P.019 - TUMPAT,KELABORAN,21885,
279,KELANTAN,N. 02 - KELABORAN,NIK FAIZAH BINTI NIK OTHMAN,PKR,1970,HILANG DEPOSIT,P.019 - TUMPAT,KELABORAN,21885,
280,KELANTAN,N. 03 - PASIR PEKAN,AHMAD BIN YAKOB,PAS,14298,MENANG,P.019 - TUMPAT,PASIR PEKAN,22384,
281,KELANTAN,N. 03 - PASIR PEKAN,WAN MOHD SANUSI BIN WAN YUNUS,BN,5946,,P.019 - TUMPAT,PASIR PEKAN,22384,
282,KELANTAN,N. 03 - PASIR PEKAN,WAN MOHD JOHARI BIN WAN OMAR,PKR,2140,HILANG DEPOSIT,P.019 - TUMPAT,PASIR PEKAN,22384,
283,KELANTAN,N. 04 - WAKAF BHARU,MOHD RUSLI BIN ABDULLAH,PAS,10287,MENANG,P.019 - TUMPAT,WAKAF BHARU,22186,
284,KELANTAN,N. 04 - WAKAF BHARU,MOHD ROSDI BIN AB AZIZ,BN,9900,,P.019 - TUMPAT,WAKAF BHARU,22186,
285,KELANTAN,N. 04 - WAKAF BHARU,MOHD KHIR ZAHRI BIN ABDUL GHANI,PKR,1999,HILANG DEPOSIT,P.019 - TUMPAT,WAKAF BHARU,22186,
286,KELANTAN,N. 05 - KIJANG,IZANI BIN HUSIN,PAS,9998,MENANG,P.020 - PENGKALAN CHEPA,KIJANG,17107,
287,KELANTAN,N. 05 - KIJANG,WAN SHAHRUL AZUAN BIN WAN AB AZIZ,BN,5281,,P.020 - PENGKALAN CHEPA,KIJANG,17107,
288,KELANTAN,N. 05 - KIJANG,NIK AZMI BIN NIK MAN @ NIK OSMAN,PKR,1828,HILANG DEPOSIT,P.020 - PENGKALAN CHEPA,KIJANG,17107,
289,KELANTAN,N. 06 - CHEMPAKA,AHMAD FATHAN BIN MAHMOOD @ MAHAMAD,PAS,10549,MENANG,P.020 - PENGKALAN CHEPA,CHEMPAKA,20042,
290,KELANTAN,N. 06 - CHEMPAKA,MOHAMED FAREEZ BIN NOOR AMRAN,BN,7075,,P.020 - PENGKALAN CHEPA,CHEMPAKA,20042,
291,KELANTAN,N. 06 - CHEMPAKA,NIK OMAR BIN NIK AB AZIZ,PKR,2418,HILANG DEPOSIT,P.020 - PENGKALAN CHEPA,CHEMPAKA,20042,
292,KELANTAN,N. 07 - PANCHOR,MOHD AMAR BIN ABDULLAH,PAS,13597,MENANG,P.020 - PENGKALAN CHEPA,PANCHOR,22300,
293,KELANTAN,N. 07 - PANCHOR,ZARINA BINTI MD EUSOPE,BN,6309,,P.020 - PENGKALAN CHEPA,PANCHOR,22300,
294,KELANTAN,N. 07 - PANCHOR,MOHD ZULHAZMI BIN HASSAN,PKR,2394,HILANG DEPOSIT,P.020 - PENGKALAN CHEPA,PANCHOR,22300,
295,KELANTAN,N. 08 - TANJONG MAS,ROHANI BINTI IBRAHIM,PAS,13154,MENANG,P.021 - KOTA BHARU,TANJONG MAS,24238,
296,KELANTAN,N. 08 - TANJONG MAS,HAFIDZAH BINTI HAJI MUSTAKIM,PKR,6139,,P.021 - KOTA BHARU,TANJONG MAS,24238,
297,KELANTAN,N. 08 - TANJONG MAS,MADIHAH BINTI AB. AZIZ,BN,4945,,P.021 - KOTA BHARU,TANJONG MAS,24238,
298,KELANTAN,N. 09 - KOTA LAMA,TAN TENG LOON @ ANUAR TAN BIN ABDULLAH,PAS,8410,MENANG,P.021 - KOTA BHARU,KOTA LAMA,20960,
299,KELANTAN,N. 09 - KOTA LAMA,AB RASHID BIN AB RAHMAN,PKR,6965,,P.021 - KOTA BHARU,KOTA LAMA,20960,
300,KELANTAN,N. 09 - KOTA LAMA,KHAIRUL NIZAM BIN ABD GHANI,PSM,54,HILANG DEPOSIT,P.021 - KOTA BHARU,KOTA LAMA,20960,
301,KELANTAN,N. 09 - KOTA LAMA,CHUA HOCK KUAN,BN,5502,,P.021 - KOTA BHARU,KOTA LAMA,20960,
302,KELANTAN,N. 09 - KOTA LAMA,IZAT BUKHARY BIN ISMAIL BUKHARY,BEBAS,29,HILANG DEPOSIT,P.021 - KOTA BHARU,KOTA LAMA,20960,
303,KELANTAN,N. 10 - BUNUT PAYONG,RAMLI BIN MAMAT,PAS,10921,MENANG,P.021 - KOTA BHARU,BUNUT PAYONG,21801,
304,KELANTAN,N. 10 - BUNUT PAYONG,SANUSI BIN HJ OTHMAN,PKR,4586,,P.021 - KOTA BHARU,BUNUT PAYONG,21801,
305,KELANTAN,N. 10 - BUNUT PAYONG,MOHAMED HASNAN BIN CHE HUSSIN,BN,6294,,P.021 - KOTA BHARU,BUNUT PAYONG,21801,
306,KELANTAN,N. 11 - TENDONG,ROZI BIN MUHAMAD,PAS,8951,MENANG,P.022 - PASIR MAS,TENDONG,18490,
307,KELANTAN,N. 11 - TENDONG,WAN ZULKHAIRI BIN WAN MD.ZAIN,PKR,1360,HILANG DEPOSIT,P.022 - PASIR MAS,TENDONG,18490,
308,KELANTAN,N. 11 - TENDONG,YAHAYA BIN MAMAT,BN,6700,,P.022 - PASIR MAS,TENDONG,18490,
309,KELANTAN,N. 11 - TENDONG,IBRAHIM BIN ALI,BEBAS,1479,HILANG DEPOSIT,P.022 - PASIR MAS,TENDONG,18490,
310,KELANTAN,N. 12 - PENGKALAN PASIR,HANIFA BIN AHMAD,PAS,10143,MENANG,P.022 - PASIR MAS,PENGKALAN PASIR,19084,
311,KELANTAN,N. 12 - PENGKALAN PASIR,MOHD SHARANI BIN MOHD NAIM,PKR,2570,,P.022 - PASIR MAS,PENGKALAN PASIR,19084,
312,KELANTAN,N. 12 - PENGKALAN PASIR,CHE JOHAN BIN CHE PA,BN,5545,,P.022 - PASIR MAS,PENGKALAN PASIR,19084,
313,KELANTAN,N. 12 - PENGKALAN PASIR,SUHARTO BIN MAT NASIR,BEBAS,826,HILANG DEPOSIT,P.022 - PASIR MAS,PENGKALAN PASIR,19084,
314,KELANTAN,N. 13 - MERANTI,MOHD NASSURUDDIN BIN HAJI DAUD,PAS,10318,MENANG,P.022 - PASIR MAS,MERANTI,16019,
315,KELANTAN,N. 13 - MERANTI,AHMAD ANUAR BIN HUSIN,BN,4218,,P.022 - PASIR MAS,MERANTI,16019,
316,KELANTAN,N. 13 - MERANTI,CHE DAUD BIN CHE MAN,BEBAS,512,HILANG DEPOSIT,P.022 - PASIR MAS,MERANTI,16019,
317,KELANTAN,N. 13 - MERANTI,MOHD ROMIZU BIN MOHD ALI,PKR,971,HILANG DEPOSIT,P.022 - PASIR MAS,MERANTI,16019,
318,KELANTAN,N. 14 - CHETOK,ZURAIDIN BIN ABDULLAH,PAS,8701,MENANG,P.023 - RANTAU PANJANG,CHETOK,16698,
319,KELANTAN,N. 14 - CHETOK,MUHAMMAD AFIFI BIN MUHAMMAD NOOR,BN,6044,,P.023 - RANTAU PANJANG,CHETOK,16698,
320,KELANTAN,N. 14 - CHETOK,ALI ABDU RAHMAN BIN HASAN,PKR,1928,HILANG DEPOSIT,P.023 - RANTAU PANJANG,CHETOK,16698,
321,KELANTAN,N. 14 - CHETOK,ZAKARIA BIN HASAN,BEBAS,25,HILANG DEPOSIT,P.023 - RANTAU PANJANG,CHETOK,16698,
322,KELANTAN,N. 15 - GUAL PERIOK,MOHAMAD BIN AWANG,PAS,8632,MENANG,P.023 - RANTAU PANJANG,GUAL PERIOK,16711,
323,KELANTAN,N. 15 - GUAL PERIOK,GHAZALI BIN ISMAIL,BN,6509,,P.023 - RANTAU PANJANG,GUAL PERIOK,16711,
324,KELANTAN,N. 15 - GUAL PERIOK,MOHD RIDZUAN BIN MUHAMAD,PKR,1570,HILANG DEPOSIT,P.023 - RANTAU PANJANG,GUAL PERIOK,16711,
325,KELANTAN,N. 16 - APAM PUTRA,ABDUL RASUL BIN MUHAMED,PAS,7134,MENANG,P.023 - RANTAU PANJANG,APAM PUTRA,15002,
326,KELANTAN,N. 16 - APAM PUTRA,AKBAR BIN SALIM,BN,6786,,P.023 - RANTAU PANJANG,APAM PUTRA,15002,
327,KELANTAN,N. 16 - APAM PUTRA,MOHD HISYAMUDDIN BIN GHAZALI,PKR,1082,HILANG DEPOSIT,P.023 - RANTAU PANJANG,APAM PUTRA,15002,
328,KELANTAN,N. 17 - SALOR,SAIFUL ADLI BIN ABU BAKAR,PAS,11206,MENANG,P.024 - KUBANG KERIAN,SALOR,21363,
329,KELANTAN,N. 17 - SALOR,MOHAMAD NOORDIN BIN AWANG,BN,6540,,P.024 - KUBANG KERIAN,SALOR,21363,
330,KELANTAN,N. 17 - SALOR,HUSAM BIN MUSA,PKR,3617,,P.024 - KUBANG KERIAN,SALOR,21363,
331,KELANTAN,N. 18 - PASIR TUMBOH,ABD RAHMAN BIN YUNUS,PAS,12470,MENANG,P.024 - KUBANG KERIAN,PASIR TUMBOH,20278,
332,KELANTAN,N. 18 - PASIR TUMBOH,BAKRI BIN YUSOFF,BN,5049,,P.024 - KUBANG KERIAN,PASIR TUMBOH,20278,
333,KELANTAN,N. 18 - PASIR TUMBOH,MOHD NOOR BIN MAT YAJID,PKR,2759,,P.024 - KUBANG KERIAN,PASIR TUMBOH,20278,
334,KELANTAN,N. 19 - DEMIT,MUMTAZ BINTI MD NAWI,PAS,13621,MENANG,P.024 - KUBANG KERIAN,DEMIT,21775,
335,KELANTAN,N. 19 - DEMIT,NURUL AMAL BINTI MOHD FAUZI,BN,4553,,P.024 - KUBANG KERIAN,DEMIT,21775,
336,KELANTAN,N. 19 - DEMIT,WAN AHMAD KAMIL BIN WAN ABDULLAH,PKR,3601,,P.024 - KUBANG KERIAN,DEMIT,21775,
337,KELANTAN,N. 20 - TAWANG,HASSAN BIN MOHAMOOD,PAS,14991,MENANG,P.025 - BACHOK,TAWANG,25399,
338,KELANTAN,N. 20 - TAWANG,MOHD RADZUAN BIN ABDULLAH ,BN,10408,,P.025 - BACHOK,TAWANG,25399,
339,KELANTAN,N. 21 - PANTAI IRAMA,MOHD HUZAIMY BIN CHE HUSIN,PAS,12827,MENANG,P.025 - BACHOK,PANTAI IRAMA,24620,
340,KELANTAN,N. 21 - PANTAI IRAMA,ISMAIL BIN GHANI,PKR,1445,HILANG DEPOSIT,P.025 - BACHOK,PANTAI IRAMA,24620,
341,KELANTAN,N. 21 - PANTAI IRAMA,ILIAS BIN HUSAIN,BN,10348,,P.025 - BACHOK,PANTAI IRAMA,24620,
342,KELANTAN,N. 22 - JELAWAT,ABDUL AZZIZ BIN KADIR ,PAS,12463,MENANG,P.025 - BACHOK,JELAWAT,23856,
343,KELANTAN,N. 22 - JELAWAT,MOHD FAMI BIN ZAKARIA,PKR,1425,HILANG DEPOSIT,P.025 - BACHOK,JELAWAT,23856,
344,KELANTAN,N. 22 - JELAWAT,MOHD RADZUAN BIN HAMAT,BN,9968,,P.025 - BACHOK,JELAWAT,23856,
345,KELANTAN,N. 23 - MELOR,MD YUSNAN BIN YUSOF,PAS,7820,MENANG,P.026 - KETEREH,MELOR,17115,
346,KELANTAN,N. 23 - MELOR,AB AZIZ BIN AB KADIR,PKR,2122,HILANG DEPOSIT,P.026 - KETEREH,MELOR,17115,
347,KELANTAN,N. 23 - MELOR,AZMI BIN ISHAK ,BN,7173,,P.026 - KETEREH,MELOR,17115,
348,KELANTAN,N. 24 - KADOK,AZAMI BIN HJ MOHD NOR,PAS,7025,MENANG,P.026 - KETEREH,KADOK,13432,
349,KELANTAN,N. 24 - KADOK,CHE IBRAHIM BIN MOHAMED,PKR,1246,HILANG DEPOSIT,P.026 - KETEREH,KADOK,13432,
350,KELANTAN,N. 24 - KADOK,MOHAMMAD AZAM BIN ISMAIL ,BN,5161,,P.026 - KETEREH,KADOK,13432,
351,KELANTAN,N. 25 - KOK LANAS,NIK MAHADI BIN NIK MAHMOOD,PAS,9799,,P.026 - KETEREH,KOK LANAS,22499,
352,KELANTAN,N. 25 - KOK LANAS,MOHD. HANAPI BIN ISMAIL,PKR,1779,HILANG DEPOSIT,P.026 - KETEREH,KOK LANAS,22499,
353,KELANTAN,N. 25 - KOK LANAS,MD ALWI BIN CHE AHMAD,BN,10921,MENANG,P.026 - KETEREH,KOK LANAS,22499,
